1,ภาษา,,,,,,,,,
2,ญี่ปุ่น,,,,,,,,,
3,คือ,,,,,,,,,
4,เล่ม,,,,,,,,,
5,นั้น,,,,,,,,,
6,ครับ,male,,,,,,,,
<EOS>,,,,,,,,,,
1296,,,,,,,,,,
0,กระเป๋า,,,,,,,,,
1,คุณ,,,,,,,,,
2,ทานากะ,,,,,,,,,
3,อยู่,,,,,,,,,
4,ตรง,,,,,,,,,
5,นั้น,,,,,,,,,
6,ครับ,male,,,,,,,,
<EOS>,,,,,,,,,,
1297,,,,,,,,,,
0,อาจารย์,,,,,,teacher.nonK12,,,
1,อยู่,,,,,,,,,
2,ตรง,,,,,,,,,
3,โน้น,,,,,,,,,
4,ครับ,male,,,,,,,,
<EOS>,,,,,,,,,,
1299,,,,,,,,,,
0,หนังสือ,,,,,,,,,
1,เล่ม,,,,,,,,,
2,นั้น,,,,,,,,,
3,เป็น,,,,,,,,,
4,ของ,,,,,,,,,
5,ผม,male,,,,,,,formal,sg
6,ครับ,male,,,,,,,,
<EOS>,,,,,,,,,,
1302,,,,,,,,,,
0,กระเป๋า,,,,,,,,,
1,ใบ,,,,,,,,,
2,ใหญ่,,,,,,,,,
3,ใบ,,,,,,,,,
4,นั้น,,,,,,,,,
5,เป็น,,,,,,,,,
6,ของ,,,,,,,,,
7,ผม,male,,,,,,,formal,sg
8,ครับ,male,,,,,,,,
<EOS>,,,,,,,,,,
1305,,,,,,,,,,
0,โทษ,,,,,,,,,
1,นะ,,,,,,,,,
2,ครับ,male,,,,,,,,
3,ห้อง,,,,,,,,,
4,น้ำ,,,,,,,,,
5,อยู่,,,,,,,,,
6,ที่,,,,,,,,,
7,ไหน,,,,,,,,,
8,ครับ,male,,,,,,,,
<EOS>,,,,,,,,,,
1308,,,,,,,,,,
0,กระเป๋า,,,,,,,,,
1,ใบ,,,,,,,,,
2,โน้น,,,,,,,,,
3,เป็น,,,,,,,,,
4,ของ,,,,,,,,,
5,ใคร,,,,,,,,,
6,ครับ,male,,,,,,,,
<EOS>,,,,,,,,,,
1311,,,,,,,,,,
0,โน่น,,,,,,,,,
1,เป็น,,,,,,,,,
2,ของ,,,,,,,,,
3,คุณ,,,,,,,,,
4,ทานากะ,,,,,,,,,
5,ครับ,male,,,,,,,,
<EOS>,,,,,,,,,,
1312,,,,,,,,,,
0,รถ,,,,,,,,,
1,อาจารย์,,,,,,teacher.nonK12,,,
2,อยู่,,,,,,,,,
3,ที่,,,,,,,,,
4,ไหน,,,,,,,,,
5,ครับ,male,,,,,,,,
<EOS>,,,,,,,,,,
1319,,,,,,,,,,
0,มี,,,,,,,,,
1,ขนม,,,,,,,,,
2,เค้ก,,,,,,,,,
3,๗,,,,,,,,,
4,ชิ้น,,,,,,,,,
5,ครับ,male,,,,,,,,
<EOS>,,,,,,,,,,
1320,,,,,,,,,,
0,ปากกา,,,,,,,,,
1,ลูกลื่น,,,,,,,,,
2,ด้าม,,,,,,,,,
3,นี้,,,,,,,,,
4,ราคา,,,,,,,,,
5,เท่าไร,,,,,,,,,
6,ครับ,male,,,,,,,,
<EOS>,,,,,,,,,,
1322,,,,,,,,,,
0,ซื้อ,,,,,,,,,
1,แสตมป์,,,,,,,,,
2,๑๐,,,,,,,,,
3,ดวง,,,,,,,,,
4,กับ,,,,,,,,,
5,ไปรษณียบัตร,,,,,,,,,
6,๓,,,,,,,,,
7,แผ่น,,,,,,,,,
8,ครับ,male,,,,,,,,
<EOS>,,,,,,,,,,
1323,,,,,,,,,,
0,บน,,,,,,,,,
1,โต๊ะ,,,,,,,,,
2,อาจารย์,,,,,,teacher.nonK12,,,
3,มี,,,,,,,,,
4,พจนานุกรม,,,,,,,,,
5,๒,,,,,,,,,
6,เล่ม,,,,,,,,,
7,กับ,,,,,,,,,
8,นิตยสาร,,,,,,,,,
9,๑,,,,,,,,,
10,ฉบับ,,,,,,,,,
11,ครับ,male,,,,,,,,
<EOS>,,,,,,,,,,
1326,,,,,,,,,,
0,ตรง,,,,,,,,,
1,นั้น,,,,,,,,,
2,มี,,,,,,,,,
3,ผ้า,,,,,,,,,
4,เช็ดหน้า,,,,,,,,,
5,กี่,,,,,,,,,
6,ผืน,,,,,,,,,
7,ครับ,male,,,,,,,,
<EOS>,,,,,,,,,,
1330,,,,,,,,,,
0,ตอน,,,,,,,,,
1,นี้,,,,,,,,,
2,๕,,,,,,,,,
3,โมง,,,,,,,,,
4,ครับ,male,,,,,,,,
<EOS>,,,,,,,,,,
1333,,,,,,,,,,
0,ตอน,,,,,,,,,
1,นี้,,,,,,,,,
2,กี่,,,,,,,,,
3,โมง,,,,,,,,,
4,กี่,,,,,,,,,
5,นาที,,,,,,,,,
6,ครับ,male,,,,,,,,
<EOS>,,,,,,,,,,
1334,,,,,,,,,,
0,๑๐,,,,,,,,,
1,โมง,,,,,,,,,
2,๕๑,,,,,,,,,
3,นาที,,,,,,,,,
4,ครับ,male,,,,,,,,
<EOS>,,,,,,,,,,
1335,,,,,,,,,,
0,วันนี้,,,,,,,,,
1,วัน,,,,,,,,,
2,ที่,,,,,,,,,
3,เท่าไร,,,,,,,,,
4,เดือน,,,,,,,,,
5,อะไร,,,,,,,,,
6,ครับ,male,,,,,,,,
<EOS>,,,,,,,,,,
1341,,,,,,,,,,
0,โทรทัศน์,,,,,,,,,
1,อยู่,,,,,,,,,
2,ข้าง,,,,,,,,,
3,ๆ,,,,,,,,,
4,เปียโน,,,,,,,,,
5,ครับ,male,,,,,,,,
<EOS>,,,,,,,,,,
1348,,,,,,,,,,
0,พรุ่งนี้,,,,,,,,,
1,มี,,,,,,,,,
2,เรียน,,,,,,,,,
3,แต่,,,,,,,,,
4,ช่วง,,,,,,,,,
5,เช้า,,,,,,,,,
6,ครับ,male,,,,,,,,
<EOS>,,,,,,,,,,
1349,,,,,,,,,,
0,ไป,,,,,,,,,
1,โรง,,,,,,,,,
2,เรียน,,,,,,,,,
3,ทุก,,,,,,,,,
4,วัน,,,,,,,,,
5,ครับ,male,,,,,,,,
<EOS>,,,,,,,,,,
1350,,,,,,,,,,
0,คุณ,,,,,,,,,
1,ทานากะ,,,,,,,,,
2,เรียน,,,,,,,,,
3,หนังสือ,,,,,,,,,
4,ที่,,,,,,,,,
5,หอ,,,,,,,,,
6,สมุด,,,,,,,,,
7,แต่,,,,,,,,,
8,ผม,male,,,,,,,formal,sg
9,เรียน,,,,,,,,,
10,หนังสือ,,,,,,,,,
11,ที่,,,,,,,,,
12,บ้าน,,,,,,,,,
13,ครับ,male,,,,,,,,
<EOS>,,,,,,,,,,
1356,,,,,,,,,,
0,เมื่อวาน,,,,,,,,,
1,ผม,male,,,,,,,formal,sg
2,เรียน,,,,,,,,,
3,หนังสือ,,,,,,,,,
4,ครับ,male,,,,,,,,
<EOS>,,,,,,,,,,
1367,,,,,,,,,,
0,กลับ,,,,,,,,,
1,บ้าน,,,,,,,,,
2,ครับ,male,,,,,,,,
<EOS>,,,,,,,,,,
1369,,,,,,,,,,
0,ไม่,,,,,,,,,
1,ครับ,male,,,,,,,,
2,ไม่,,,,,,,,,
3,ไป,,,,,,,,,
4,ครับ,male,,,,,,,,
<EOS>,,,,,,,,,,
1371,,,,,,,,,,
0,คุณ,,,,,,,,,
1,ทานากะ,,,,,,,,,
2,กิน,,,,,,,,,
3,โค้ก,,,,,,,,,
4,ครับ,male,,,,,,,,
<EOS>,,,,,,,,,,
1378,,,,,,,,,,
0,ส่ง,,,,,,,,,
1,จดหมาย,,,,,,,,,
2,ถึง,,,,,,,,,
3,คุณ,,,,,,,,,
4,ทานากะ,,,,,,,,,
5,ครับ,male,,,,,,,,
<EOS>,,,,,,,,,,
1379,,,,,,,,,,
0,จะ,,,,,,,,,
1,ให้,,,,,,,,,
2,คุณ,,,,,,,,,
3,ยามาดะ,,,,,,,,,
4,ยืม,,,,,,,,,
5,เงิน,,,,,,,,,
6,ครับ,male,,,,,,,,
<EOS>,,,,,,,,,,
1380,,,,,,,,,,
0,สอน,,,,,,,,,
1,ภาษา,,,,,,,,,
2,อังกฤษ,,,,,,,,,
3,คุณ,,,,,,,,,
4,คิมูระ,,,,,,,,,
5,ครับ,male,,,,,,,,
<EOS>,,,,,,,,,,
1382,,,,,,,,,,
0,ยืม,,,,,,,,,
1,เงิน,,,,,,,,,
2,จาก,,,,,,,,,
3,คุณ,,,,,,,,,
4,ยามาดะ,,,,,,,,,
5,ครับ,male,,,,,,,,
<EOS>,,,,,,,,,,
1386,,,,,,,,,,
0,วาง,,,,,,,,,
1,หนังสือ,,,,,,,,,
2,ที่,,,,,,,,,
3,โต๊ะ,,,,,,,,,
4,ครับ,male,,,,,,,,
<EOS>,,,,,,,,,,
1388,,,,,,,,,,
0,ผม,male,,,,,,,formal,sg
1,ตื่น,,,,,,,,,
2,๗,,,,,,,,,
3,โมง,,,,,,,,,
4,ครึ่ง,,,,,,,,,
5,ครับ,male,,,,,,,,
<EOS>,,,,,,,,,,
1389,,,,,,,,,,
0,นอน,,,,,,,,,
1,๕,,,,,,,,,
2,ทุ่ม,,,,,,,,,
3,ครับ,male,,,,,,,,
<EOS>,,,,,,,,,,
1392,,,,,,,,,,
0,เล่น,,,,,,,,,
1,เทนนิส,,,,,,,,,
2,วัน,,,,,,,,,
3,อาทิตย์,,,,,,,,,
4,ครับ,male,,,,,,,,
<EOS>,,,,,,,,,,
1393,,,,,,,,,,
0,จะ,,,,,,,,,
1,เล่น,,,,,,,,,
2,เทนนิส,,,,,,,,,
3,เมื่อไร,,,,,,,,,
4,ครับ,male,,,,,,,,
<EOS>,,,,,,,,,,
1396,,,,,,,,,,
0,ดู,,,,,,,,,
1,หนัง,,,,,,,,,
2,ครับ,male,,,,,,,,
<EOS>,,,,,,,,,,
1397,,,,,,,,,,
0,ผม,male,,,,,,,formal,sg
1,ไป,,,,,,,,,
2,เที่ยว,,,,,,,,,
3,ช่วง,,,,,,,,,
4,วัน,,,,,,,,,
5,หยุด,,,,,,,,,
6,หน้า,,,,,,,,,
7,ร้อน,,,,,,,,,
8,ครับ,male,,,,,,,,
<EOS>,,,,,,,,,,
1398,,,,,,,,,,
0,จะ,,,,,,,,,
1,จัด,,,,,,,,,
2,งาน,,,,,,,,,
3,เลี้ยง,,,,,,,,,
4,ใน,,,,,,,,,
5,วัน,,,,,,,,,
6,เกิด,,,,,,,,,
7,คุณ,,,,,,,,,
8,ยามาดะ,,,,,,,,,
9,ครับ,male,,,,,,,,
<EOS>,,,,,,,,,,
1401,,,,,,,,,,
0,หมา,,,,,,,,,
1,บ้าน,,,,,,,,,
2,ผม,male,,,,,,,formal,sg
3,ตัว,,,,,,,,,
4,ใหญ่,,,,,,,,,
5,ครับ,male,,,,,,,,
<EOS>,,,,,,,,,,
1402,,,,,,,,,,
0,หมา,,,,,,,,,
1,ข้าง,,,,,,,,,
2,บ้าน,,,,,,,,,
3,ตัว,,,,,,,,,
4,ไม่,,,,,,,,,
5,ใหญ่,,,,,,,,,
6,ครับ,male,,,,,,,,
<EOS>,,,,,,,,,,
1403,,,,,,,,,,
0,วัน,,,,,,,,,
1,นี้,,,,,,,,,
2,อากาศ,,,,,,,,,
3,ไม่,,,,,,,,,
4,หนาว,,,,,,,,,
5,ครับ,male,,,,,,,,
<EOS>,,,,,,,,,,
1408,,,,,,,,,,
0,อาหาร,,,,,,,,,
1,ญี่ปุ่น,,,,,,,,,
2,เผ็ด,,,,,,,,,
3,ไหม,,,,,,,,,
4,ครับ,male,,,,,,,,
<EOS>,,,,,,,,,,
1409,,,,,,,,,,
0,ไม่,,,,,,,,,
1,ครับ,male,,,,,,,,
2,ไม่,,,,,,,,,
3,เผ็ด,,,,,,,,,
4,ครับ,male,,,,,,,,
<EOS>,,,,,,,,,,
1410,,,,,,,,,,
0,ข้าง,,,,,,,,,
1,นอก,,,,,,,,,
2,หนาว,,,,,,,,,
3,ไหม,,,,,,,,,
4,ครับ,male,,,,,,,,
<EOS>,,,,,,,,,,
1414,,,,,,,,,,
0,อาหาร,,,,,,,,,
1,ญี่ปุ่น,,,,,,,,,
2,เป็น,,,,,,,,,
3,ยังไง,,,,,,,,,
4,ครับ,male,,,,,,,,
<EOS>,,,,,,,,,,
1418,,,,,,,,,,
0,กระเป๋า,,,,,,,,,
1,ใบ,,,,,,,,,
2,นี้,,,,,,,,,
3,แพง,,,,,,,,,
4,ครับ,male,,,,,,,,
<EOS>,,,,,,,,,,
1419,,,,,,,,,,
0,อาหาร,,,,,,,,,
1,งาน,,,,,,,,,
2,เลี้ยง,,,,,,,,,
3,ไม่,,,,,,,,,
4,อร่อย,,,,,,,,,
5,ครับ,male,,,,,,,,
<EOS>,,,,,,,,,,
1423,,,,,,,,,,
0,หนัง,,,,,,,,,
1,เมื่อวาน,,,,,,,,,
2,เป็น,,,,,,,,,
3,ยังไง,,,,,,,,,
4,ครับ,male,,,,,,,,
<EOS>,,,,,,,,,,
1426,,,,,,,,,,
0,ห้อง,,,,,,,,,
1,ผม,male,,,,,,,formal,sg
2,ไม่,,,,,,,,,
3,กว้าง,,,,,,,,,
4,ครับ,male,,,,,,,,
<EOS>,,,,,,,,,,
1427,,,,,,,,,,
0,เหนื่อย,,,,,,,,,
1,มาก,,,,,,,,,
2,ครับ,male,,,,,,,,
<EOS>,,,,,,,,,,
1428,,,,,,,,,,
0,ไม่,,,,,,,,,
1,ค่อย,,,,,,,,,
2,เหนื่อย,,,,,,,,,
3,ครับ,male,,,,,,,,
<EOS>,,,,,,,,,,
1431,,,,,,,,,,
0,แถว,,,,,,,,,
1,นี้,,,,,,,,,
2,ไม่,,,,,,,,,
3,ค่อย,,,,,,,,,
4,มี,,,,,,,,,
5,ตึก,,,,,,,,,
6,สูง,,,,,,,,,
7,ครับ,male,,,,,,,,
<EOS>,,,,,,,,,,
1433,,,,,,,,,,
0,ที่,,,,,,,,,
1,หน้า,,,,,,,,,
2,สถานี,,,,,,,,,
3,มี,,,,,,,,,
4,ร้าน,,,,,,,,,
5,ดี,,,,,,,,,
6,ๆ,,,,,,,,,
7,ครับ,male,,,,,,,,
<EOS>,,,,,,,,,,
1434,,,,,,,,,,
0,ห้อง,,,,,,,,,
1,นี้,,,,,,,,,
2,เป็น,,,,,,,,,
3,ห้อง,,,,,,,,,
4,ที่,,,,,,,,,
5,เงียบ,,,,,,,,,
6,มาก,,,,,,,,,
7,ครับ,male,,,,,,,,
<EOS>,,,,,,,,,,
1435,,,,,,,,,,
0,ชุด,,,,,,,,,
1,สวย,,,,,,,,,
2,จัง,,,,,,,,,
3,ครับ,male,,,,,,,,
<EOS>,,,,,,,,,,
1446,,,,,,,,,,
0,คุณ,,,,,,,,,
1,ทานากะ,,,,,,,,,
2,สูง,,,,,,,,,
3,ครับ,male,,,,,,,,
<EOS>,,,,,,,,,,
1449,,,,,,,,,,
0,ผม,male,,,,,,,formal,sg
1,เจ็บ,,,,,,,,,
2,คอ,,,,,,,,,
3,ตั้งแต่,,,,,,,,,
4,เมื่อวาน,,,,,,,,,
5,ครับ,male,,,,,,,,
<EOS>,,,,,,,,,,
1450,,,,,,,,,,
0,ปวด,,,,,,,,,
1,หัว,,,,,,,,,
2,หรือ,,,,,,,,,
3,เปล่า,,,,,,,,,
4,ครับ,male,,,,,,,,
<EOS>,,,,,,,,,,
1451,,,,,,,,,,
0,ไม่,,,,,,,,,
1,ครับ,male,,,,,,,,
2,ไม่,,,,,,,,,
3,ปวด,,,,,,,,,
4,ครับ,male,,,,,,,,
<EOS>,,,,,,,,,,
1454,,,,,,,,,,
0,เมือง,,,,,,,,,
1,นี้,,,,,,,,,
2,ถนน,,,,,,,,,
3,แคบ,,,,,,,,,
4,ครับ,male,,,,,,,,
<EOS>,,,,,,,,,,
1455,,,,,,,,,,
0,ภาพ,,,,,,,,,
1,นี้,,,,,,,,,
2,สี,,,,,,,,,
3,สวย,,,,,,,,,
4,ครับ,male,,,,,,,,
<EOS>,,,,,,,,,,
1457,,,,,,,,,,
0,ผม,male,,,,,,,formal,sg
1,ร้อง,,,,,,,,,
2,เพลง,,,,,,,,,
3,ไม่,,,,,,,,,
4,เก่ง,,,,,,,,,
5,ครับ,male,,,,,,,,
<EOS>,,,,,,,,,,
1459,,,,,,,,,,
0,คุณ,,,,,,,,,
1,พ่อ,,,,,,,,,
2,คุณ,,,,,,,,,
3,ยามาดะ,,,,,,,,,
4,ขยัน,,,,,,,,,
5,ทำ,,,,,,,,,
6,งาน,,,,,,,,,
7,ครับ,male,,,,,,,,
<EOS>,,,,,,,,,,
1460,,,,,,,,,,
0,คุณ,,,,,,,,,
1,พ่อ,,,,,,,,,
2,คุณ,,,,,,,,,
3,ยามาดะ,,,,,,,,,
4,เป็น,,,,,,,,,
5,หมอ,,,,,neutral,,,,
6,ครับ,male,,,,,,,,
<EOS>,,,,,,,,,,
1473,,,,,,,,,,
0,อย่า,,,,,,,,,
1,ลืม,,,,,,,,,
2,การ,,,,,,,,,
3,บ้าน,,,,,,,,,
4,นะ,,,,,,,,,
5,ครับ,male,,,,,,,,
<EOS>,,,,,,,,,,
1474,,,,,,,,,,
0,เรียน,,,,,,,,,
1,หนังสือ,,,,,,,,,
2,ได้,,,,,,,,,
3,ที่,,,,,,,,,
4,นี่,,,,,,,,,
5,ครับ,male,,,,,,,,
<EOS>,,,,,,,,,,
1476,,,,,,,,,,
0,คิด,,,,,,,,,
1,ว่า,,,,,,,,,
2,คน,,,,,,,,,
3,นั้น,,,,,,,,,
4,เป็น,,,,,,,,,
5,อาจารย์,,,,,,teacher.nonK12,,,
6,ภาษา,,,,,,,,,
7,ญี่ปุ่น,,,,,,,,,
8,ครับ,male,,,,,,,,
<EOS>,,,,,,,,,,
1477,,,,,,,,,,
0,นี่,,,,,,,,,
1,เทป,,,,,,,,,
2,ที่,,,,,,,,,
3,ซื้อ,,,,,,,,,
4,เมื่อวาน,,,,,,,,,
5,ครับ,male,,,,,,,,
<EOS>,,,,,,,,,,
1478,,,,,,,,,,
0,เวลา,,,,,,,,,
1,ไม่,,,,,,,,,
2,รู้,,,,,,,,,
3,ทาง,,,,,,,,,
4,โทรศัพท์,,,,,,,,,
5,มา,,,,,,,,,
6,ถาม,,,,,,,,,
7,นะ,,,,,,,,,
8,ครับ,male,,,,,,,,
<EOS>,,,,,,,,,,
1481,,,,,,,,,,
0,คุณ,,,,,,,,,
1,โคบายาชิ,,,,,,,,,
2,ใส่,,,,,,,,,
3,เสื้อ,,,,,,,,,
4,สี,,,,,,,,,
5,ฟ้า,,,,,,,,,
6,ครับ,male,,,,,,,,
<EOS>,,,,,,,,,,
1482,,,,,,,,,,
0,มี,,,,,,,,,
1,เขียน,,,,,,,,,
2,ไว้,,,,,,,,,
3,ใน,,,,,,,,,
4,จดหมาย,,,,,,,,,
5,ครับ,male,,,,,,,,
<EOS>,,,,,,,,,,
1484,,,,,,,,,,
0,กิน,,,,,,,,,
1,ข้าว,,,,,,,,,
2,แล้ว,,,,,,,,,
3,ค่อย,,,,,,,,,
4,แปรง,,,,,,,,,
5,ฟัน,,,,,,,,,
6,ครับ,male,,,,,,,,
<EOS>,,,,,,,,,,
1485,,,,,,,,,,
0,ช่วย,,,,,,,,,
1,ยืน,,,,,,,,,
2,ด้วย,,,,,,,,,
3,ครับ,male,,,,,,,,
<EOS>,,,,,,,,,,
1491,,,,,,,,,,
0,ตอน,,,,,,,,,
1,นี้,,,,,,,,,
2,คุณ,,,,,,,,,
3,โคบายาชิ,,,,,,,,,
4,กำลัง,,,,,,,,,
5,อ่าน,,,,,,,,,
6,หนังสือ,,,,,,,,,
7,อยู่,,,,,,,,,
8,ที่,,,,,,,,,
9,หอสมุด,,,,,,,,,
10,ครับ,male,,,,,,,,
<EOS>,,,,,,,,,,
1492,,,,,,,,,,
0,คุณ,,,,,,,,,
1,ทานากะ,,,,,,,,,
2,ตอน,,,,,,,,,
3,นี้,,,,,,,,,
4,ทำ,,,,,,,,,
5,อะไร,,,,,,,,,
6,อยู่,,,,,,,,,
7,ครับ,male,,,,,,,,
<EOS>,,,,,,,,,,
1494,,,,,,,,,,
0,เรียน,,,,,,,,,
1,ภาษา,,,,,,,,,
2,ญี่ปุ่น,,,,,,,,,
3,ตั้งแต่,,,,,,,,,
4,เมื่อไร,,,,,,,,,
5,ครับ,male,,,,,,,,
<EOS>,,,,,,,,,,
1495,,,,,,,,,,
0,เรียน,,,,,,,,,
1,ตั้งแต่,,,,,,,,,
2,ปี,,,,,,,,,
3,ที่,,,,,,,,,
