1176
<EOS>
1326
0,Berapa,,,,,,,,,
1,helai,,,,,,,,,
2,sapu tangan,,,,,,,,,
3,yang,,,,,,,,,
4,ada,,,,,,,,,
5,di,,,,,,,,,
6,sana,,,,,,,,,
7,?,,,,,,,,,
<EOS>
1330
0,Sekarang,,,,,,,,,
1,pukul,,,,,,,,,
2,lima,,,,,,,,,
3,.,,,,,,,,,
<EOS>
1333
0,Pukul,,,,,,,,,
1,berapa,,,,,,,,,
2,sekarang,,,,,,,,,
3,?,,,,,,,,,
<EOS>
1334
0,Pukul,,,,,,,,,
1,se-,,,,,,,,,
2,puluh,,,,,,,,,
3,lima,,,,,,,,,
4,puluh,,,,,,,,,
5,satu,,,,,,,,,
6,minit,,,,,,,,,
7,.,,,,,,,,,
<EOS>
1335
0,Hari,,,,,,,,,
1,ini,,,,,,,,,
2,berapa,,,,,,,,,
3,hari bulan,,,,,,,,,
4,?,,,,,,,,,
<EOS>
1341
0,TV,,,,,,,,,
1,ada,,,,,,,,,
2,di,,,,,,,,,
3,sebelah,,,,,,,,,
4,piano,,,,,,,,,
5,.,,,,,,,,,
<EOS>
1348
0,Kelas,,,,,,,,,
1,akan,,,,,,,,,
2,habis,,,,,,,,,
3,pada,,,,,,,,,
4,waktu,,,,,,,,,
5,pagi,,,,,,,,,
6,esok,,,,,,,,,
7,.,,,,,,,,,
<EOS>
1349
0,Saya,,,,,,,,,
1,pergi,,,,,,,,,
2,ke,,,,,,,,,
3,sekolah,,,,,,,,,
4,setiap,,,,,,,,,
5,hari,,,,,,,,,
6,.,,,,,,,,,
<EOS>
1350
0,Encik,male,,hon,,,,,,
1,Tanaka,,,,,,,,,
2,belajar,,,,,,,,,
3,di,,,,,,,,,
4,perpustakaan,,,,,,,,,
5,tetapi,,,,,,,,,
6,saya,,,,,neutral,,,,sg
7,belajar,,,,,,,,,
8,di,,,,,,,,,
9,rumah,,,,,,,,,
10,.,,,,,,,,,
<EOS>
1356
0,Saya,,,,,neutral,,,,sg
1,belajar,,,,,,,,,
2,semalam,,,,,,,,,
3,.,,,,,,,,,
<EOS>
1367
0,Saya,,,,,,,,,
1,balik,,,,,,,,,
2,ke,,,,,,,,,
3,rumah,,,,,,,,,
4,.,,,,,,,,,
<EOS>
1369
0,Tidak,,,,,,,,,
1,",",,,,,,,,,
2,saya,,,,,,,,,
3,tidak,,,,,,,,,
4,pergi,,,,,,,,,
5,.,,,,,,,,,
<EOS>
1371
0,Encik,male,,hon,,,,,,
1,Tanaka,,,,,,,,,
2,akan,,,,,,,,,
3,minum,,,,,,,,,
4,air,,,,,,,,,
5,Coca-Cola,,,,,,,,,
6,.,,,,,,,,,
<EOS>
1378
0,Saya,,,,,,,,,
1,akan,,,,,,,,,
2,hantar,,,,,,,,,
3,surat,,,,,,,,,
4,kepada,,,,,,,,,
5,Encik,male,,hon,,,,,,
6,Tanaka,,,,,,,,,
7,.,,,,,,,,,
<EOS>
1379
0,Saya,,,,,,,,,
1,meminjamkan,,,,,,,,,
2,wang,,,,,,,,,
3,kepada,,,,,,,,,
4,Encik,male,,hon,,,,,,
5,Yamada,,,,,,,,,
6,.,,,,,,,,,
<EOS>
1380
0,Saya,,,,,,,,,
1,mengajar,,,,,,,,,
2,bahasa,,,,,,,,,
3,Inggeris,,,,,,,,,
4,kepada,,,,,,,,,
5,Cik,female,unmarried,hon,,,,,,
6,Kimura,,,,,,,,,
7,.,,,,,,,,,
<EOS>
1382
0,Saya,,,,,,,,,
1,meminjam,,,,,,,,,
2,wang,,,,,,,,,
3,daripada,,,,,,,,,
4,Encik,male,,hon,,,,,,
5,Yamada,,,,,,,,,
6,.,,,,,,,,,
<EOS>
1386
0,Saya,,,,,,,,,
1,letak,,,,,,,,,
2,buku,,,,,,,,,
3,di,,,,,,,,,
4,atas,,,,,,,,,
5,meja,,,,,,,,,
6,.,,,,,,,,,
<EOS>
1388
0,Saya,,,,,neutral,,,,sg
1,bangun,,,,,,,,,
2,pada,,,,,,,,,
3,pukul,,,,,,,,,
4,tujuh,,,,,,,,,
5,setengah,,,,,,,,,
6,.,,,,,,,,,
<EOS>
1389
0,Saya,,,,,,,,,
1,akan,,,,,,,,,
2,tidur,,,,,,,,,
3,pada,,,,,,,,,
4,pukul,,,,,,,,,
5,se-,,,,,,,,,
6,belas,,,,,,,,,
7,.,,,,,,,,,
<EOS>
1392
0,Pada,,,,,,,,,
1,hari,,,,,,,,,
2,Ahad,,,,,,,,,
3,saya,,,,,,,,,
4,bermain,,,,,,,,,
5,tenis,,,,,,,,,
6,.,,,,,,,,,
<EOS>
1393
0,Bila,,,,,,,,,
1,awak,,,,,,,,,
2,bermain,,,,,,,,,
3,tenis,,,,,,,,,
4,?,,,,,,,,,
<EOS>
1396
0,Saya,,,,,,,,,
1,tengok,,,,,,,,,
2,wayang,,,,,,,,,
3,.,,,,,,,,,
<EOS>
1397
0,Saya,,,,,neutral,,,,sg
1,pergi,,,,,,,,,
2,melancong,,,,,,,,,
3,semasa,,,,,,,,,
4,cuti,,,,,,,,,
5,musim panas,,,,,,,,,
6,.,,,,,,,,,
<EOS>
1398
0,Kami,,,,,,,,,
1,akan,,,,,,,,,
2,membuat,,,,,,,,,
3,majlis,,,,,,,,,
4,pada,,,,,,,,,
5,hari jadi,,,,,,,,,
6,Encik,male,,hon,,,,,,
7,Yamada,,,,,,,,,
8,.,,,,,,,,,
<EOS>
1401
0,Anjing,,,,,,,,,
1,di,,,,,,,,,
2,rumah,,,,,,,,,
3,saya,,,,,neutral,,,,sg
4,besar,,,,,,,,,
5,.,,,,,,,,,
<EOS>
1402
0,Anjing,,,,,,,,,
1,di,,,,,,,,,
2,rumah,,,,,,,,,
3,jiran,,,,,,,,,
4,tidak,,,,,,,,,
5,besar,,,,,,,,,
6,.,,,,,,,,,
<EOS>
1403
0,Hari,,,,,,,,,
1,ini,,,,,,,,,
2,tidak,,,,,,,,,
3,sejuk,,,,,,,,,
4,.,,,,,,,,,
<EOS>
1408
0,Makanan,,,,,,,,,
1,Jepun,,,,,,,,,
2,pedas,,,,,,,,,
3,?,,,,,,,,,
<EOS>
1409
0,Tidak,,,,,,,,,
1,",",,,,,,,,,
2,tidak,,,,,,,,,
3,pedas,,,,,,,,,
4,.,,,,,,,,,
<EOS>
1410
0,Di,,,,,,,,,
1,luar,,,,,,,,,
2,sejuk,,,,,,,,,
3,?,,,,,,,,,
<EOS>
1414
0,Bagaimana,,,,,,,,,
1,dengan,,,,,,,,,
2,masakan,,,,,,,,,
3,Jepun,,,,,,,,,
4,?,,,,,,,,,
<EOS>
1418
0,Beg,,,,,,,,,
1,ini,,,,,,,,,
2,mahal,,,,,,,,,
3,.,,,,,,,,,
<EOS>
1419
0,Hidangan,,,,,,,,,
1,di,,,,,,,,,
2,majlis,,,,,,,,,
3,tersebut,,,,,,,,,
4,tidak,,,,,,,,,
5,berapa,,,,,,,,,
6,sedap,,,,,,,,,
7,.,,,,,,,,,
<EOS>
1423
0,Bagaimana,,,,,,,,,
1,filem,,,,,,,,,
2,yang,,,,,,,,,
3,awak,,,,,,,,,
4,tengok,,,,,,,,,
5,semalam,,,,,,,,,
6,?,,,,,,,,,
<EOS>
1426
0,Bilik,,,,,,,,,
1,saya,,,,,neutral,,,,sg
2,tidak,,,,,,,,,
3,begitu,,,,,,,,,
4,luas,,,,,,,,,
5,.,,,,,,,,,
<EOS>
1427
0,Saya,,,,,,,,,
1,sangat,,,,,,,,,
2,letih,,,,,,,,,
3,.,,,,,,,,,
<EOS>
1428
0,Saya,,,,,,,,,
1,tidak,,,,,,,,,
2,begitu,,,,,,,,,
3,penat,,,,,,,,,
4,.,,,,,,,,,
<EOS>
1431
0,Dekat,,,,,,,,,
1,kawasan,,,,,,,,,
2,sini,,,,,,,,,
3,",",,,,,,,,,
4,tidak,,,,,,,,,
5,banyak,,,,,,,,,
6,bangunan,,,,,,,,,
7,yang,,,,,,,,,
8,tinggi,,,,,,,,,
9,.,,,,,,,,,
<EOS>
1433
0,Ada,,,,,,,,,
1,kedai,,,,,,,,,
2,bagus,,,,,,,,,
3,di,,,,,,,,,
4,depan,,,,,,,,,
5,stesen,,,,,,,,,
6,.,,,,,,,,,
<EOS>
1434
0,Bilik,,,,,,,,,
1,sini,,,,,,,,,
2,sangat,,,,,,,,,
3,senyap,,,,,,,,,
4,.,,,,,,,,,
<EOS>
1435
0,Cantiknya,,,,,,,,,
1,baju,,,,,,,,,
2,ini,,,,,,,,,
3,",",,,,,,,,,
4,ya,,,,,,,,,
5,.,,,,,,,,,
<EOS>
1446
0,Ketinggian,,,,,,,,,
1,badan,,,,,,,,,
2,Encik,male,,hon,,,,,,
3,Tanaka,,,,,,,,,
4,tinggi,,,,,,,,,
5,.,,,,,,,,,
<EOS>
1449
0,Saya,,,,,neutral,,,,sg
1,sakit,,,,,,,,,
2,tekak,,,,,,,,,
3,sejak,,,,,,,,,
4,semalam,,,,,,,,,
5,.,,,,,,,,,
<EOS>
1450
0,Kepala,,,,,,,,,
1,awak,,,,,,,,,
2,sakit,,,,,,,,,
3,?,,,,,,,,,
<EOS>
1451
0,Tidak,,,,,,,,,
1,",",,,,,,,,,
2,tidak,,,,,,,,,
3,sakit,,,,,,,,,
4,.,,,,,,,,,
<EOS>
1454
0,Jalan,,,,,,,,,
1,di,,,,,,,,,
2,bandar,,,,,,,,,
3,ini,,,,,,,,,
4,sempit,,,,,,,,,
5,.,,,,,,,,,
<EOS>
1455
0,Warna,,,,,,,,,
1,lukisan,,,,,,,,,
2,ini,,,,,,,,,
3,cantik,,,,,,,,,
4,.,,,,,,,,,
<EOS>
1457
0,Saya,,,,,neutral,,,,sg
1,tidak,,,,,,,,,
2,pandai,,,,,,,,,
3,menyanyi,,,,,,,,,
4,lagu,,,,,,,,,
5,.,,,,,,,,,
<EOS>
1459
0,Ayah,,,,,,,,,
1,Encik,male,,hon,,,,,,
2,Yamada,,,,,,,,,
3,se-,,,,,,,,,
4,orang,,,,,,,,,
5,yang,,,,,,,,,
6,bekerja,,,,,,,,,
7,dengan,,,,,,,,,
8,rajin,,,,,,,,,
9,.,,,,,,,,,
<EOS>
1460
0,Ayah,,,,,,,,,
1,Encik,male,,hon,,,,,,
2,Yamada,,,,,,,,,
3,se-,,,,,,,,,
4,orang,,,,,,,,,
5,doktor,,,,,,,,,
6,.,,,,,,,,,
<EOS>
1473
0,Jangan,,,,,,,,,
1,lupa,,,,,,,,,
2,tentang,,,,,,,,,
3,kerja,,,,,,,,,
4,rumah,,,,,,,,,
5,.,,,,,,,,,
<EOS>
1474
0,Kita,,,,,,,,,
1,boleh,,,,,,,,,
2,belajar,,,,,,,,,
3,di,,,,,,,,,
4,sini,,,,,,,,,
5,.,,,,,,,,,
<EOS>
1476
0,Saya,,,,,,,,,
1,rasa,,,,,,,,,
2,orang,,,,,,,,,
3,itu,,,,,,,,,
4,guru,,,,,,teacher.school,,,
5,bahasa,,,,,,,,,
6,Jepun,,,,,,,,,
7,.,,,,,,,,,
<EOS>
1477
0,Ini,,,,,,,,,
1,pita,,,,,,,,,
2,pelekat,,,,,,,,,
3,yang,,,,,,,,,
4,saya,,,,,,,,,
5,beli,,,,,,,,,
6,semalam,,,,,,,,,
7,.,,,,,,,,,
<EOS>
1478
0,Sila,,,,,,,,,
1,telefon,,,,,,,,,
2,dan,,,,,,,,,
3,tanya,,,,,,,,,
4,",",,,,,,,,,
5,sekiranya,,,,,,,,,
6,awak,,,,,,,,,
7,tidak,,,,,,,,,
8,tahu,,,,,,,,,
9,jalan,,,,,,,,,
10,.,,,,,,,,,
<EOS>
1481
0,Encik,male,,hon,,,,,,
1,Kobayashi,,,,,,,,,
2,pakai,,,,,,,,,
3,kemeja,,,,,,,,,
4,biru,,,,,,,,,
5,.,,,,,,,,,
<EOS>
1482
0,Ada,,,,,,,,,
1,ditulis,,,,,,,,,
2,di,,,,,,,,,
3,dalam,,,,,,,,,
4,surat,,,,,,,,,
5,.,,,,,,,,,
<EOS>
1484
0,Selepas,,,,,,,,,
1,habis,,,,,,,,,
2,makan,,,,,,,,,
3,",",,,,,,,,,
4,saya,,,,,,,,,
5,menggosok,,,,,,,,,
6,gigi,,,,,,,,,
7,.,,,,,,,,,
<EOS>
1485
0,Sila,,,,,,,,,
1,berdiri,,,,,,,,,
2,.,,,,,,,,,
<EOS>
1491
0,Sekarang,,,,,,,,,
1,Encik,male,,hon,,,,,,
2,Kobayashi,,,,,,,,,
3,tengah,,,,,,,,,
4,membaca,,,,,,,,,
5,buku,,,,,,,,,
6,di,,,,,,,,,
7,perpustakaan,,,,,,,,,
8,.,,,,,,,,,
<EOS>
1492
0,Encik,male,,hon,,,,,,
1,Tanaka,,,,,,,,,
2,sekarang,,,,,,,,,
3,ini,,,,,,,,,
4,tengah,,,,,,,,,
5,buat,,,,,,,,,
6,apa,,,,,,,,,
7,?,,,,,,,,,
<EOS>
1494
0,Sejak,,,,,,,,,
1,bila,,,,,,,,,
2,awak,,,,,,,,,
3,belajar,,,,,,,,,
4,bahasa,,,,,,,,,
5,Jepun,,,,,,,,,
6,?,,,,,,,,,
<EOS>
1495
0,Saya,,,,,,,,,
1,belajar,,,,,,,,,
2,sejak,,,,,,,,,
3,tahun,,,,,,,,,
4,lepas,,,,,,,,,
5,.,,,,,,,,,
<EOS>
1501
0,Tingkap,,,,,,,,,
1,buka,,,,,,,,,
2,.,,,,,,,,,
<EOS>
1507
0,Jalan,,,,,,,,,
1,ini,,,,,,,,,
2,berliku-liku,,,,,,,,,
3,.,,,,,,,,,
<EOS>
1512
0,Tingkap,,,,,,,,,
1,tutup,,,,,,,,,
2,.,,,,,,,,,
<EOS>
1513
0,Lampu,,,,,,,,,
1,sudah,,,,,,,,,
2,dipadamkan,,,,,,,,,
3,.,,,,,,,,,
<EOS>
1515
0,Soalan,,,,,,,,,
1,ada,,,,,,,,,
2,ditulis,,,,,,,,,
3,pada,,,,,,,,,
4,muka surat,,,,,,,,,
5,lima,,,,,,,,,
6,belas,,,,,,,,,
7,.,,,,,,,,,
<EOS>
1520
0,Tingkap,,,,,,,,,
1,sedang,,,,,,,,,
2,buka,,,,,,,,,
3,.,,,,,,,,,
<EOS>
1527
0,Di,,,,,,,,,
1,atas,,,,,,,,,
2,meja,,,,,,,,,
3,ada,,,,,,,,,
4,buku,,,,,,,,,
5,dan,,,,,,,,,
6,buku nota,,,,,,,,,
7,.,,,,,,,,,
<EOS>
1528
0,Kami,,,,,,,,,
1,ada,,,,,,,,,
2,latihan,,,,,,,,,
3,bola sepak,,,,,,,,,
4,pada,,,,,,,,,
5,setiap,,,,,,,,,
6,hari,,,,,,,,,
7,Isnin,,,,,,,,,
8,",",,,,,,,,,
9,Rabu,,,,,,,,,
10,dan,,,,,,,,,
11,Jumaat,,,,,,,,,
12,.,,,,,,,,,
<EOS>
1530
0,Saya,,,,,,,,,
1,membeli,,,,,,,,,
2,barang,,,,,,,,,
3,di,,,,,,,,,
4,pusat membeli-belah,,,,,,,,,
5,dan,,,,,,,,,
6,pasar raya,,,,,,,,,
7,.,,,,,,,,,
<EOS>
1531
0,Peti surat,,,,,,,,,
1,ada,,,,,,,,,
2,di,,,,,,,,,
3,depan,,,,,,,,,
4,pejabat pos,,,,,,,,,
5,dan,,,,,,,,,
6,dekat,,,,,,,,,
7,stesen,,,,,,,,,
8,.,,,,,,,,,
<EOS>
1532
0,Saya,,,,,,,,,
1,makan,,,,,,,,,
2,roti,,,,,,,,,
3,",",,,,,,,,,
4,telur,,,,,,,,,
5,dan,,,,,,,,,
6,lain-lain,,,,,,,,,
7,lagi,,,,,,,,,
8,.,,,,,,,,,
<EOS>
1533
0,Dalam,,,,,,,,,
1,bilik,,,,,,,,,
2,saya,,,,,neutral,,,,sg
3,ada,,,,,,,,,
4,meja,,,,,,,,,
5,",",,,,,,,,,
6,katil,,,,,,,,,
7,",",,,,,,,,,
8,TV,,,,,,,,,
9,dan,,,,,,,,,
10,lain-lain,,,,,,,,,
11,.,,,,,,,,,
<EOS>
1534
0,Beg,,,,,,,,,
1,yang,,,,,,,,,
2,hitam,,,,,,,,,
3,dan,,,,,,,,,
4,besar,,,,,,,,,
5,itu,,,,,,,,,
6,saya,,,,,neutral,,,,sg
7,punya,,,,,,,,,
8,.,,,,,,,,,
<EOS>
1535
0,Saya,,,,,,,,,
1,tinggal,,,,,,,,,
2,di,,,,,,,,,
3,flat,,,,,,,,,
4,yang,,,,,,,,,
5,cantik,,,,,,,,,
6,dan,,,,,,,,,
7,senyap,,,,,,,,,
8,.,,,,,,,,,
<EOS>
1537
0,Bunga,,,,,,,,,
1,ini,,,,,,,,,
2,kecil,,,,,,,,,
3,dan,,,,,,,,,
4,berwarna,,,,,,,,,
5,merah,,,,,,,,,
6,.,,,,,,,,,
<EOS>
1542
0,Stoking,,,,,,,,,
1,ini,,,,,,,,,
2,tahan,,,,,,,,,
3,lama,,,,,,,,,
4,dan,,,,,,,,,
5,murah,,,,,,,,,
6,.,,,,,,,,,
<EOS>
1544
0,Buku,,,,,,,,,
1,ini,,,,,,,,,
2,susah,,,,,,,,,
3,kerana,,,,,,,,,
4,ada,,,,,,,,,
5,banyak,,,,,,,,,
6,tulisan,,,,,,,,,
7,kanji,,,,,,,,,
8,.,,,,,,,,,
<EOS>
1545
0,Saya,,,,,,,,,
1,tidak,,,,,,,,,
2,boleh,,,,,,,,,
3,pergi,,,,,,,,,
4,ke,,,,,,,,,
5,sekolah,,,,,,,,,
6,kerana,,,,,,,,,
7,demam,,,,,,,,,
8,tinggi,,,,,,,,,
9,.,,,,,,,,,
<EOS>
1546
0,Semasa,,,,,,,,,
1,cuti,,,,,,,,,
2,musim panas,,,,,,,,,
3,",",,,,,,,,,
4,saya,,,,,neutral,,,,sg
5,bermain,,,,,,,,,
6,tenis,,,,,,,,,
7,dan,,,,,,,,,
8,berenang,,,,,,,,,
9,.,,,,,,,,,
<EOS>
1547
0,Pada,,,,,,,,,
1,hari,,,,,,,,,
2,Ahad,,,,,,,,,
3,",",,,,,,,,,
4,adik,,,,,,,,,
5,lelaki,,,,,,,,,
6,saya,,,,,,,,,
7,membaca,,,,,,,,,
8,buku,,,,,,,,,
9,serta,,,,,,,,,
10,menonton,,,,,,,,,
11,televisyen,,,,,,,,,
12,.,,,,,,,,,
<EOS>
1548
0,Saya,,,,,,,,,
1,sering,,,,,,,,,
2,menonton,,,,,,,,,
3,filem,,,,,,,,,
4,dan,,,,,,,,,
5,pergi,,,,,,,,,
6,ke,,,,,,,,,
7,kolam renang,,,,,,,,,
8,bersama,,,,,,,,,
9,kawan,,,,,,,,,
10,saya,,,,,,,,,
11,.,,,,,,,,,
<EOS>
1549
0,Saya,,,,,,,,,
1,sering,,,,,,,,,
2,berulang-alik,,,,,,,,,
3,di,,,,,,,,,
4,antara,,,,,,,,,
5,Tokyo,,,,,,,,,
6,dan,,,,,,,,,
7,Osaka,,,,,,,,,
8,dengan,,,,,,,,,
9,kapal terbang,,,,,,,,,
10,.,,,,,,,,,
<EOS>
1551
0,Esok,,,,,,,,,
1,saya,,,,,neutral,,,,sg
2,akan,,,,,,,,,
3,berjumpa,,,,,,,,,
4,dengan,,,,,,,,,
5,kawan,,,,,,,,,
6,di,,,,,,,,,
7,stesen,,,,,,,,,
8,dan,,,,,,,,,
9,kami,,,,,,,,,
10,akan,,,,,,,,,
11,pergi,,,,,,,,,
12,menonton,,,,,,,,,
13,konsert,,,,,,,,,
14,bersama-sama,,,,,,,,,
15,.,,,,,,,,,
<EOS>
1553
0,Saya,,,,,,,,,
