1176
<EOS>
1258
0,Buku,,,,,,,,,
1,di,,,,,,,,,
2,dalam,,,,,,,,,
3,tas,,,,,,,,,
4,.,,,,,,,,,
<EOS>
1259
0,Ini,,,,,,,,,
1,-lah,,,,,,,,,
2,pen,,,,,,,,,
3,saya,,,,,neutral,,,,sg
4,.,,,,,,,,,
<EOS>
1264
0,Kelas,,,,,,,,,
1,bahasa,,,,,,,,,
2,Jepang,,,,,,,,,
3,di,,,,,,,,,
4,mana,,,,,,,,,
5,?,,,,,,,,,
<EOS>
1268
0,Itu,,,,,,,,,
1,koran,,,,,,,,,
2,kapan,,,,,,,,,
3,?,,,,,,,,,
<EOS>
1274
0,Di,,,,,,,,,
1,kelas,,,,,,,,,
2,ada,,,,,,,,,
3,komputer,,,,,,,,,
4,baru,,,,,,,,,
5,.,,,,,,,,,
<EOS>
1275
0,Di,,,,,,,,,
1,dalam,,,,,,,,,
2,kotak,,,,,,,,,
3,ada,,,,,,,,,
4,anjing,,,,,,,,,
5,kecil,,,,,,,,,
6,.,,,,,,,,,
<EOS>
1276
0,Pak,male,,hon,mature,,,,,
1,Tanaka,,,,,,,,,
2,orang,,,,,,,,,
3,yang,,,,,,,,,
4,ceria,,,,,,,,,
5,.,,,,,,,,,
<EOS>
1280
0,Film,,,,,,,,,
1,yang,,,,,,,,,
2,bagaimana,,,,,,,,,
3,?,,,,,,,,,
<EOS>
1281
0,Film,,,,,,,,,
1,kuno,,,,,,,,,
2,Jepang,,,,,,,,,
3,.,,,,,,,,,
<EOS>
1286
0,Anda,,,,,,,,,
1,membeli,,,,,,,,,
2,sepatu,,,,,,,,,
3,yang,,,,,,,,,
4,mana,,,,,,,,,
5,?,,,,,,,,,
<EOS>
1291
0,Itu,,,,,,,,,
1,-lah,,,,,,,,,
2,kamus,,,,,,,,,
3,bahasa,,,,,,,,,
4,Jepang,,,,,,,,,
5,.,,,,,,,,,
<EOS>
1296
0,Tas,,,,,,,,,
1,Ibu,female,,hon,mature,,,,,
2,Tanaka,,,,,,,,,
3,ada,,,,,,,,,
4,di,,,,,,,,,
5,situ,,,,,,,,,
6,.,,,,,,,,,
<EOS>
1297
0,Di,,,,,,,,,
1,sana,,,,,,,,,
2,ada,,,,,,,,,
3,guru,,,,,,teacher.school,,,
4,.,,,,,,,,,
<EOS>
1299
0,Buku,,,,,,,,,
1,itu,,,,,,,,,
2,punya,,,,,,,,,
3,saya,,,,,neutral,,,,sg
4,.,,,,,,,,,
<EOS>
1302
0,Tas,,,,,,,,,
1,besar,,,,,,,,,
2,itu,,,,,,,,,
3,punya,,,,,,,,,
4,saya,,,,,neutral,,,,sg
5,.,,,,,,,,,
<EOS>
1305
0,Maaf,,,,,,,,,
1,",",,,,,,,,,
2,di,,,,,,,,,
3,mana,,,,,,,,,
4,toilet,,,,,,,,,
5,?,,,,,,,,,
<EOS>
1308
0,Tas,,,,,,,,,
1,itu,,,,,,,,,
2,milik,,,,,,,,,
3,siapa,,,,,,,,,
4,?,,,,,,,,,
<EOS>
1311
0,Itu,,,,,,,,,
1,milik,,,,,,,,,
2,Pak,male,,hon,mature,,,,,
3,Tanaka,,,,,,,,,
4,.,,,,,,,,,
<EOS>
1312
0,Mobil,,,,,,,,,
1,pak,,,,,,,,,
2,guru,,,,,,teacher.school,,,
3,di,,,,,,,,,
4,mana,,,,,,,,,
5,?,,,,,,,,,
<EOS>
1319
0,Ada,,,,,,,,,
1,tujuh,,,,,,,,,
2,potong,,,,,,,,,
3,keik,,,,,,,,,
4,.,,,,,,,,,
<EOS>
1320
0,Bolpoin,,,,,,,,,
1,ini,,,,,,,,,
2,harga,,,,,,,,,
3,-nya,,,,,,,,,
4,berapa,,,,,,,,,
5,?,,,,,,,,,
<EOS>
1322
0,Saya,,,,,,,,,
1,membeli,,,,,,,,,
2,se-,,,,,,,,,
3,puluh,,,,,,,,,
4,lembar,,,,,,,,,
5,prangko,,,,,,,,,
6,dan,,,,,,,,,
7,tiga,,,,,,,,,
8,lembar,,,,,,,,,
9,kartu pos,,,,,,,,,
10,.,,,,,,,,,
<EOS>
1323
0,Di,,,,,,,,,
1,atas,,,,,,,,,
2,meja,,,,,,,,,
3,pak,,,,,,,,,
4,guru,,,,,,teacher.school,,,
5,ada,,,,,,,,,
6,dua,,,,,,,,,
7,buah,,,,,,,,,
8,kamus,,,,,,,,,
9,dan,,,,,,,,,
10,se-,,,,,,,,,
11,buah,,,,,,,,,
12,majalah,,,,,,,,,
13,.,,,,,,,,,
<EOS>
1326
0,Di,,,,,,,,,
1,situ,,,,,,,,,
2,ada,,,,,,,,,
3,berapa,,,,,,,,,
4,buah,,,,,,,,,
5,sapu tangan,,,,,,,,,
6,?,,,,,,,,,
<EOS>
1330
0,Sekarang,,,,,,,,,
1,pukul,,,,,,,,,
2,lima,,,,,,,,,
3,.,,,,,,,,,
<EOS>
1333
0,Sekarang,,,,,,,,,
1,pukul,,,,,,,,,
2,berapa,,,,,,,,,
3,?,,,,,,,,,
<EOS>
1334
0,Pukul,,,,,,,,,
1,se-,,,,,,,,,
2,puluh,,,,,,,,,
3,lewat,,,,,,,,,
4,lima,,,,,,,,,
5,puluh,,,,,,,,,
6,satu,,,,,,,,,
7,menit,,,,,,,,,
8,.,,,,,,,,,
<EOS>
1335
0,Hari,,,,,,,,,
1,ini,,,,,,,,,
2,tanggal,,,,,,,,,
3,berapa,,,,,,,,,
4,bulan,,,,,,,,,
5,apa,,,,,,,,,
6,?,,,,,,,,,
<EOS>
1341
0,Televisi,,,,,,,,,
1,ada,,,,,,,,,
2,di,,,,,,,,,
3,sebelah,,,,,,,,,
4,piano,,,,,,,,,
5,.,,,,,,,,,
<EOS>
1348
0,Besok,,,,,,,,,
1,pelajaran,,,,,,,,,
2,akan,,,,,,,,,
3,selesai,,,,,,,,,
4,pada,,,,,,,,,
5,pagi hari,,,,,,,,,
6,.,,,,,,,,,
<EOS>
1349
0,Setiap,,,,,,,,,
1,hari,,,,,,,,,
2,saya,,,,,,,,,
3,pergi,,,,,,,,,
4,ke,,,,,,,,,
5,sekolah,,,,,,,,,
6,.,,,,,,,,,
<EOS>
1350
0,Pak,male,,hon,mature,,,,,
1,Tanaka,,,,,,,,,
2,belajar,,,,,,,,,
3,di,,,,,,,,,
4,perpustakaan,,,,,,,,,
5,",",,,,,,,,,
6,tetapi,,,,,,,,,
7,saya,,,,,neutral,,,,sg
8,belajar,,,,,,,,,
9,di,,,,,,,,,
10,rumah,,,,,,,,,
11,.,,,,,,,,,
<EOS>
1356
0,Kemarin,,,,,,,,,
1,saya,,,,,neutral,,,,sg
2,belajar,,,,,,,,,
3,.,,,,,,,,,
<EOS>
1367
0,Saya,,,,,,,,,
1,pulang,,,,,,,,,
2,ke,,,,,,,,,
3,rumah,,,,,,,,,
4,.,,,,,,,,,
<EOS>
1369
0,Tidak,,,,,,,,,
1,",",,,,,,,,,
2,tidak,,,,,,,,,
3,pergi,,,,,,,,,
4,.,,,,,,,,,
<EOS>
1371
0,Pak,male,,hon,mature,,,,,
1,Tanaka,,,,,,,,,
2,minum,,,,,,,,,
3,coca-cola,,,,,,,,,
4,.,,,,,,,,,
<EOS>
1378
0,Saya,,,,,,,,,
1,akan,,,,,,,,,
2,mengirim,,,,,,,,,
3,surat,,,,,,,,,
4,kepada,,,,,,,,,
5,Pak,male,,hon,mature,,,,,
6,Tanaka,,,,,,,,,
7,.,,,,,,,,,
<EOS>
1379
0,Saya,,,,,,,,,
1,meminjamkan,,,,,,,,,
2,uang,,,,,,,,,
3,ke,,,,,,,,,
4,Pak,male,,hon,mature,,,,,
5,Yamada,,,,,,,,,
6,.,,,,,,,,,
<EOS>
1380
0,Saya,,,,,,,,,
1,mengajar,,,,,,,,,
2,bahasa,,,,,,,,,
3,Inggris,,,,,,,,,
4,kepada,,,,,,,,,
5,Mbak,female,,hon,youth,,,,,
6,Kimura,,,,,,,,,
7,.,,,,,,,,,
<EOS>
1382
0,Saya,,,,,,,,,
1,meminjam,,,,,,,,,
2,uang,,,,,,,,,
3,dari,,,,,,,,,
4,Pak,male,,hon,mature,,,,,
5,Yamada,,,,,,,,,
6,.,,,,,,,,,
<EOS>
1386
0,Saya,,,,,,,,,
1,meletakkan,,,,,,,,,
2,buku,,,,,,,,,
3,di,,,,,,,,,
4,meja,,,,,,,,,
5,.,,,,,,,,,
<EOS>
1388
0,Saya,,,,,neutral,,,,sg
1,bangun,,,,,,,,,
2,pukul,,,,,,,,,
3,setengah,,,,,,,,,
4,delapan,,,,,,,,,
5,.,,,,,,,,,
<EOS>
1389
0,Saya,,,,,,,,,
1,tidur,,,,,,,,,
2,pada,,,,,,,,,
3,pukul,,,,,,,,,
4,se-,,,,,,,,,
5,belas,,,,,,,,,
6,.,,,,,,,,,
<EOS>
1392
0,Pada,,,,,,,,,
1,hari,,,,,,,,,
2,Minggu,,,,,,,,,
3,saya,,,,,,,,,
4,bermain,,,,,,,,,
5,tenis,,,,,,,,,
6,.,,,,,,,,,
<EOS>
1393
0,Kapan,,,,,,,,,
1,bermain,,,,,,,,,
2,tenis,,,,,,,,,
3,?,,,,,,,,,
<EOS>
1396
0,Saya,,,,,,,,,
1,melihat,,,,,,,,,
2,film,,,,,,,,,
3,.,,,,,,,,,
<EOS>
1397
0,Saya,,,,,neutral,,,,sg
1,jalan-jalan,,,,,,,,,
2,saat,,,,,,,,,
3,libur,,,,,,,,,
4,musim panas,,,,,,,,,
5,.,,,,,,,,,
<EOS>
1398
0,Kami,,,,,,,,,
1,akan,,,,,,,,,
2,mengadakan,,,,,,,,,
3,pesta,,,,,,,,,
4,pada,,,,,,,,,
5,hari ulang tahun,,,,,,,,,
6,Pak,male,,hon,mature,,,,,
7,Yamada,,,,,,,,,
8,.,,,,,,,,,
<EOS>
1401
0,Anjing,,,,,,,,,
1,di,,,,,,,,,
2,rumah,,,,,,,,,
3,saya,,,,,neutral,,,,sg
4,besar,,,,,,,,,
5,.,,,,,,,,,
<EOS>
1402
0,Anjing,,,,,,,,,
1,rumah,,,,,,,,,
2,tetangga,,,,,,,,,
3,tidak,,,,,,,,,
4,besar,,,,,,,,,
5,.,,,,,,,,,
<EOS>
1403
0,Hari,,,,,,,,,
1,ini,,,,,,,,,
2,tidak,,,,,,,,,
3,dingin,,,,,,,,,
4,.,,,,,,,,,
<EOS>
1408
0,Apakah,,,,,,,,,
1,masakan,,,,,,,,,
2,Jepang,,,,,,,,,
3,pedas,,,,,,,,,
4,?,,,,,,,,,
<EOS>
1409
0,Tidak,,,,,,,,,
1,",",,,,,,,,,
2,tidak,,,,,,,,,
3,pedas,,,,,,,,,
4,.,,,,,,,,,
<EOS>
1410
0,Apakah,,,,,,,,,
1,di,,,,,,,,,
2,luar,,,,,,,,,
3,dingin,,,,,,,,,
4,?,,,,,,,,,
<EOS>
1414
0,Bagaimana,,,,,,,,,
1,masakan,,,,,,,,,
2,Jepang,,,,,,,,,
3,?,,,,,,,,,
<EOS>
1418
0,Tas,,,,,,,,,
1,ini,,,,,,,,,
2,mahal,,,,,,,,,
3,.,,,,,,,,,
<EOS>
1419
0,Masakan,,,,,,,,,
1,pesta,,,,,,,,,
2,tidak,,,,,,,,,
3,enak,,,,,,,,,
4,.,,,,,,,,,
<EOS>
1423
0,Film,,,,,,,,,
1,kemarin,,,,,,,,,
2,bagaimana,,,,,,,,,
3,?,,,,,,,,,
<EOS>
1426
0,Kamar,,,,,,,,,
1,saya,,,,,neutral,,,,sg
2,tidak,,,,,,,,,
3,begitu,,,,,,,,,
4,luas,,,,,,,,,
5,.,,,,,,,,,
<EOS>
1427
0,Saya,,,,,,,,,
1,sangat,,,,,,,,,
2,lelah,,,,,,,,,
3,.,,,,,,,,,
<EOS>
1428
0,Saya,,,,,,,,,
1,tidak,,,,,,,,,
2,begitu,,,,,,,,,
3,lelah,,,,,,,,,
4,.,,,,,,,,,
<EOS>
1431
0,Di,,,,,,,,,
1,daerah,,,,,,,,,
2,ini,,,,,,,,,
3,tidak,,,,,,,,,
4,ada,,,,,,,,,
5,begitu,,,,,,,,,
6,banyak,,,,,,,,,
7,bangunan,,,,,,,,,
8,tinggi,,,,,,,,,
9,.,,,,,,,,,
<EOS>
1433
0,Di,,,,,,,,,
1,depan,,,,,,,,,
2,stasiun,,,,,,,,,
3,ada,,,,,,,,,
4,toko,,,,,,,,,
5,bagus,,,,,,,,,
6,.,,,,,,,,,
<EOS>
1434
0,Di,,,,,,,,,
1,sini,,,,,,,,,
2,kamar,,,,,,,,,
3,yang,,,,,,,,,
4,sangat,,,,,,,,,
5,tenang,,,,,,,,,
6,.,,,,,,,,,
<EOS>
1435
0,Baju,,,,,,,,,
1,ini,,,,,,,,,
2,cantik,,,,,,,,,
3,",",,,,,,,,,
4,ya,,,,,,,,,
5,.,,,,,,,,,
<EOS>
1446
0,Pak,male,,hon,mature,,,,,
1,Tanaka,,,,,,,,,
2,badan,,,,,,,,,
3,-nya,,,,,,,,,
4,tinggi,,,,,,,,,
5,.,,,,,,,,,
<EOS>
1449
0,Saya,,,,,neutral,,,,sg
1,sakit,,,,,,,,,
2,tenggorokan,,,,,,,,,
3,sejak,,,,,,,,,
4,kemarin,,,,,,,,,
5,.,,,,,,,,,
<EOS>
1450
0,Apakah,,,,,,,,,
1,Anda,,,,,,,,,
2,sakit,,,,,,,,,
3,kepala,,,,,,,,,
4,?,,,,,,,,,
<EOS>
1451
0,Tidak,,,,,,,,,
1,",",,,,,,,,,
2,tidak,,,,,,,,,
3,sakit,,,,,,,,,
4,.,,,,,,,,,
<EOS>
1454
0,Kota,,,,,,,,,
1,ini,,,,,,,,,
2,jalan,,,,,,,,,
3,-nya,,,,,,,,,
4,sempit,,,,,,,,,
5,.,,,,,,,,,
<EOS>
1455
0,Warna,,,,,,,,,
1,lukisan,,,,,,,,,
2,ini,,,,,,,,,
3,cantik,,,,,,,,,
4,.,,,,,,,,,
<EOS>
1457
0,Saya,,,,,neutral,,,,sg
1,tidak,,,,,,,,,
2,pandai,,,,,,,,,
3,bernyanyi,,,,,,,,,
4,.,,,,,,,,,
<EOS>
1459
0,Pak,male,,hon,mature,,,,,
1,Yamada,,,,,,,,,
2,ayah,,,,,,,,,
3,-nya,,,,,,,,,
4,giat,,,,,,,,,
5,bekerja,,,,,,,,,
6,.,,,,,,,,,
<EOS>
1460
0,Pak,male,,hon,mature,,,,,
1,Yamada,,,,,,,,,
2,ayah,,,,,,,,,
3,-nya,,,,,,,,,
4,dokter,,,,,,,,,
5,.,,,,,,,,,
<EOS>
1473
0,Jangan,,,,,,,,,
1,lupa,,,,,,,,,
2,pekerjaan rumah,,,,,,,,,
3,.,,,,,,,,,
<EOS>
1474
0,Di,,,,,,,,,
1,sini,,,,,,,,,
2,kita,,,,,,,,,
3,bisa,,,,,,,,,
4,belajar,,,,,,,,,
5,.,,,,,,,,,
<EOS>
1476
0,Saya,,,,,,,,,
1,kira,,,,,,,,,
2,orang,,,,,,,,,
3,itu,,,,,,,,,
4,guru,,,,,,teacher.school,,,
5,bahasa,,,,,,,,,
6,Jepang,,,,,,,,,
7,.,,,,,,,,,
<EOS>
1477
0,Ini,,,,,,,,,
1,kaset,,,,,,,,,
2,yang,,,,,,,,,
3,saya,,,,,,,,,
4,beli,,,,,,,,,
5,kemarin,,,,,,,,,
6,.,,,,,,,,,
<EOS>
1478
0,Tolong,,,,,,,,,
1,bertanya,,,,,,,,,
2,lewat,,,,,,,,,
3,telepon,,,,,,,,,
4,kalau,,,,,,,,,
5,tidak,,,,,,,,,
6,tahu,,,,,,,,,
7,jalan,,,,,,,,,
8,.,,,,,,,,,
<EOS>
1481
0,Pak,male,,hon,mature,,,,,
1,Kobayashi,,,,,,,,,
2,memakai,,,,,,,,,
3,baju,,,,,,,,,
4,biru,,,,,,,,,
5,.,,,,,,,,,
<EOS>
1482
0,Ada,,,,,,,,,
1,tertulis,,,,,,,,,
2,di,,,,,,,,,
3,surat,,,,,,,,,
4,.,,,,,,,,,
<EOS>
1484
0,Saya,,,,,,,,,
1,menggosok,,,,,,,,,
2,gigi,,,,,,,,,
3,setelah,,,,,,,,,
4,makan,,,,,,,,,
5,nasi,,,,,,,,,
6,.,,,,,,,,,
<EOS>
1485
0,Silakan,,,,,,,,,
1,berdiri,,,,,,,,,
2,.,,,,,,,,,
<EOS>
1491
0,Sekarang,,,,,,,,,
1,Pak,male,,hon,mature,,,,,
2,Kobayashi,,,,,,,,,
3,sedang,,,,,,,,,
4,membaca,,,,,,,,,
5,buku,,,,,,,,,
6,di,,,,,,,,,
7,perpustakaan,,,,,,,,,
8,.,,,,,,,,,
<EOS>
1492
0,Bapak,male,,hon,mature,,,,,
1,Tanaka,,,,,,,,,
2,sekarang,,,,,,,,,
3,sedang,,,,,,,,,
4,melakukan,,,,,,,,,
5,apa,,,,,,,,,
6,?,,,,,,,,,
<EOS>
1494
0,Sejak,,,,,,,,,
1,kapan,,,,,,,,,
2,belajar,,,,,,,,,
3,bahasa,,,,,,,,,
4,Jepang,,,,,,,,,
5,?,,,,,,,,,
<EOS>
1495
0,Saya,,,,,,,,,
1,belajar,,,,,,,,,
2,sejak,,,,,,,,,
3,tahun,,,,,,,,,
4,lalu,,,,,,,,,
5,.,,,,,,,,,
<EOS>
1501
0,Jendela,,,,,,,,,
1,terbuka,,,,,,,,,
2,.,,,,,,,,,
<EOS>
1507
0,Jalan,,,,,,,,,
1,ini,,,,,,,,,
2,berbelok-belok,,,,,,,,,
3,.,,,,,,,,,
<EOS>
1512
0,Jendela,,,,,,,,,
1,sudah,,,,,,,,,
2,ditutup,,,,,,,,,
3,.,,,,,,,,,
<EOS>
1513
0,Lampu,,,,,,,,,
1,sudah,,,,,,,,,
2,dimatikan,,,,,,,,,
3,.,,,,,,,,,
<EOS>
1515
0,Soal,,,,,,,,,
1,ditulis,,,,,,,,,
2,pada,,,,,,,,,
3,halaman,,,,,,,,,
4,lima,,,,,,,,,
5,belas,,,,,,,,,
6,.,,,,,,,,,
<EOS>
1520
0,Jendela,,,,,,,,,
1,terbuka,,,,,,,,,
2,.,,,,,,,,,
<EOS>
1527
0,Di,,,,,,,,,
1,atas,,,,,,,,,
2,meja,,,,,,,,,
3,ada,,,,,,,,,
4,buku,,,,,,,,,
5,dan,,,,,,,,,
6,buku tulis,,,,,,,,,
7,.,,,,,,,,,
<EOS>
1528
0,Pada,,,,,,,,,
1,hari,,,,,,,,,
2,Senin,,,,,,,,,
3,",",,,,,,,,,
4,Rabu,,,,,,,,,
5,",",,,,,,,,,
6,dan,,,,,,,,,
7,Jumat,,,,,,,,,
8,saya,,,,,,,,,
9,ada,,,,,,,,,
10,latihan,,,,,,,,,
11,sepak bola,,,,,,,,,
12,.,,,,,,,,,
<EOS>
1530
0,Saya,,,,,,,,,
1,berbelanja,,,,,,,,,
2,di,,,,,,,,,
3,toserba,,,,,,,,,
4,dan,,,,,,,,,
5,supermarket,,,,,,,,,
6,.,,,,,,,,,
<EOS>
1531
0,Di,,,,,,,,,
1,depan,,,,,,,,,
2,kantor pos,,,,,,,,,
3,dan,,,,,,,,,
4,di,,,,,,,,,
5,sebelah,,,,,,,,,
6,stasiun,,,,,,,,,
7,ada,,,,,,,,,
8,pos surat,,,,,,,,,
9,.,,,,,,,,,
<EOS>
1532
0,Saya,,,,,,,,,
1,makan,,,,,,,,,
2,roti,,,,,,,,,
3,",",,,,,,,,,
4,telur,,,,,,,,,
5,",",,,,,,,,,
6,dan,,,,,,,,,
7,lain-lain,,,,,,,,,
8,.,,,,,,,,,
<EOS>
1533
0,Di,,,,,,,,,
1,kamar,,,,,,,,,
2,saya,,,,,neutral,,,,sg
3,ada,,,,,,,,,
4,meja,,,,,,,,,
5,",",,,,,,,,,
6,tempat,,,,,,,,,
7,tidur,,,,,,,,,
8,",",,,,,,,,,
9,televisi,,,,,,,,,
10,",",,,,,,,,,
11,dan,,,,,,,,,
12,lain-lain,,,,,,,,,
13,.,,,,,,,,,
<EOS>
1534
0,Tas,,,,,,,,,
1,yang,,,,,,,,,
2,besar,,,,,,,,,
3,dan,,,,,,,,,
4,hitam,,,,,,,,,
5,milik,,,,,,,,,
6,saya,,,,,neutral,,,,sg
7,.,,,,,,,,,
<EOS>
1535
0,Saya,,,,,,,,,
1,tinggal,,,,,,,,,
2,di,,,,,,,,,
3,apartemen,,,,,,,,,
4,yang,,,,,,,,,
5,cantik,,,,,,,,,
6,dan,,,,,,,,,
7,tenang,,,,,,,,,
8,.,,,,,,,,,
<EOS>
1537
0,Bunga,,,,,,,,,
1,ini,,,,,,,,,
2,kecil,,,,,,,,,
3,dan,,,,,,,,,
4,berwarna,,,,,,,,,
5,merah,,,,,,,,,
6,.,,,,,,,,,
<EOS>
1542
0,Kaus kaki,,,,,,,,,
1,ini,,,,,,,,,
2,kuat,,,,,,,,,
3,dan,,,,,,,,,
4,murah,,,,,,,,,
5,.,,,,,,,,,
<EOS>
1544
0,Buku,,,,,,,,,
1,ini,,,,,,,,,
2,sulit,,,,,,,,,
3,karena,,,,,,,,,
4,huruf,,,,,,,,,
5,kanji,,,,,,,,,
6,-nya,,,,,,,,,
7,banyak,,,,,,,,,
8,.,,,,,,,,,
<EOS>
1545
0,Saya,,,,,,,,,
1,tidak,,,,,,,,,
2,bisa,,,,,,,,,
3,pergi,,,,,,,,,
4,ke,,,,,,,,,
5,sekolah,,,,,,,,,
6,karena,,,,,,,,,
7,demam,,,,,,,,,
8,tinggi,,,,,,,,,
9,.,,,,,,,,,
<EOS>
1546
0,Saat,,,,,,,,,
1,libur,,,,,,,,,
2,musim panas,,,,,,,,,
3,",",,,,,,,,,
4,saya,,,,,neutral,,,,sg
5,bermain,,,,,,,,,
6,tenis,,,,,,,,,
7,dan,,,,,,,,,
8,berenang,,,,,,,,,
9,.,,,,,,,,,
<EOS>
1547
0,Pada,,,,,,,,,
1,hari,,,,,,,,,
2,Minggu,,,,,,,,,
3,adik,,,,,,,,,
4,laki-laki,,,,,,,,,
5,saya,,,,,,,,,
6,membaca,,,,,,,,,
7,buku,,,,,,,,,
8,dan,,,,,,,,,
9,menonton,,,,,,,,,
10,televisi,,,,,,,,,
11,.,,,,,,,,,
<EOS>
1548
0,Saya,,,,,,,,,
1,sering,,,,,,,,,
2,menonton,,,,,,,,,
3,film,,,,,,,,,
4,dan,,,,,,,,,
5,pergi,,,,,,,,,
6,ke,,,,,,,,,
7,kolam renang,,,,,,,,,
8,bersama,,,,,,,,,
9,teman,,,,,,,,,
10,.,,,,,,,,,
<EOS>
1549
0,Saya,,,,,,,,,
1,sering,,,,,,,,,
2,bolak-balik,,,,,,,,,
3,Tokyo,,,,,,,,,
4,dan,,,,,,,,,
5,Osaka,,,,,,,,,
6,dengan,,,,,,,,,
7,pesawat terbang,,,,,,,,,
8,.,,,,,,,,,
<EOS>
1551
0,Besok,,,,,,,,,
1,saya,,,,,neutral,,,,sg
2,bertemu,,,,,,,,,
3,dengan,,,,,,,,,
4,teman,,,,,,,,,
5,di,,,,,,,,,
6,stasiun,,,,,,,,,
7,dan,,,,,,,,,
8,bersama-sama,,,,,,,,,
9,pergi,,,,,,,,,
10,ke,,,,,,,,,
11,konser,,,,,,,,,
12,.,,,,,,,,,
<EOS>
1553
0,Saya,,,,,,,,,
1,bangun,,,,,,,,,
2,pada,,,,,,,,,
3,pukul,,,,,,,,,
4,tujuh,,,,,,,,,
5,pagi,,,,,,,,,
6,",",,,,,,,,,
7,sarapan,,,,,,,,,
8,di,,,,,,,,,
9,kantin,,,,,,,,,
10,",",,,,,,,,,
11,dan,,,,,,,,,
12,berlatih,,,,,,,,,
13,dari,,,,,,,,,
14,pukul,,,,,,,,,
15,delapan,,,,,,,,,
16,.,,,,,,,,,
<EOS>
1556
0,Mari,,,,,,,,,
1,kita,,,,,,,,,
2,duduk,,,,,,,,,
3,di,,,,,,,,,
4,sana,,,,,,,,,
5,dan,,,,,,,,,
6,makan,,,,,,,,,
7,nasi kotak,,,,,,,,,
8,.,,,,,,,,,
<EOS>
1557
0,Saya,,,,,neutral,,,,sg
1,setiap,,,,,,,,,
2,hari,,,,,,,,,
3,berjalan kaki,,,,,,,,,
4,ke,,,,,,,,,
5,sekolah,,,,,,,,,
6,.,,,,,,,,,
<EOS>
1558
0,Saya,,,,,,,,,
1,belajar,,,,,,,,,
2,bahasa,,,,,,,,,
3,Jepang,,,,,,,,,
4,dengan,,,,,,,,,
