1176,,,,,,,,,,
0,田中,,,,,,,,,
2,かばん,,,,,,,,,
3,の,,,,,,,,,
4,中,,,,,,,,,
5,です,,,,,,,,,
6,。,,,,,,,,,
<EOS>,,,,,,,,,,
1259,,,,,,,,,,
0,わたし,,,,,neutral,,,,sg
1,の,,,,,,,,,
2,ペン,,,,,,,,,
3,は,,,,,,,,,
4,これ,,,,,,,,,
5,です,,,,,,,,,
6,。,,,,,,,,,
<EOS>,,,,,,,,,,
1264,,,,,,,,,,
0,日本語,,,,,,,,,
1,の,,,,,,,,,
2,教室,,,,,,,,,
3,は,,,,,,,,,
4,どこ,,,,,,,,,
5,です,,,,,,,,,
6,か,,,,,,,,,
7,。,,,,,,,,,
<EOS>,,,,,,,,,,
1268,,,,,,,,,,
0,それ,,,,,,,,,
1,は,,,,,,,,,
2,いつの,,,,,,,,,
3,新聞,,,,,,,,,
4,です,,,,,,,,,
5,か,,,,,,,,,
6,。,,,,,,,,,
<EOS>,,,,,,,,,,
1274,,,,,,,,,,
0,教室,,,,,,,,,
1,に,,,,,,,,,
2,新しい,,,,,,,,,
3,コンピューター,,,,,,,,,
4,が,,,,,,,,,
5,あり,,,,,,,,,
6,ます,,,,,,,,,
7,。,,,,,,,,,
<EOS>,,,,,,,,,,
1275,,,,,,,,,,
0,箱,,,,,,,,,
1,の,,,,,,,,,
2,中,,,,,,,,,
3,に,,,,,,,,,
4,小さい,,,,,,,,,
5,犬,,,,,,,,,
6,が,,,,,,,,,
7,い,,,,,,,,,
8,ます,,,,,,,,,
9,。,,,,,,,,,
<EOS>,,,,,,,,,,
1276,,,,,,,,,,
0,田中,,,,,,,,,
1,さん,,,hon,,,,,,
2,は,,,,,,,,,
3,元気な,,,,,,,,,
4,人,,,,,,,,,
5,です,,,,,,,,,
6,。,,,,,,,,,
<EOS>,,,,,,,,,,
1280,,,,,,,,,,
0,どんな,,,,,,,,,
1,映画,,,,,,,,,
2,です,,,,,,,,,
3,か,,,,,,,,,
4,。,,,,,,,,,
<EOS>,,,,,,,,,,
1281,,,,,,,,,,
0,日本,,,,,,,,,
1,の,,,,,,,,,
2,古い,,,,,,,,,
3,映画,,,,,,,,,
4,です,,,,,,,,,
5,。,,,,,,,,,
<EOS>,,,,,,,,,,
1286,,,,,,,,,,
0,どの,,,,,,,,,
1,靴,,,,,,,,,
2,を,,,,,,,,,
3,買い,,,,,,,,,
4,ます,,,,,,,,,
5,か,,,,,,,,,
6,。,,,,,,,,,
<EOS>,,,,,,,,,,
1291,,,,,,,,,,
0,日本語,,,,,,,,,
1,の,,,,,,,,,
2,辞書,,,,,,,,,
3,は,,,,,,,,,
4,それ,,,,,,,,,
5,です,,,,,,,,,
6,。,,,,,,,,,
<EOS>,,,,,,,,,,
1296,,,,,,,,,,
0,田中,,,,,,,,,
1,さん,,,hon,,,,,,
2,の,,,,,,,,,
3,かばん,,,,,,,,,
4,は,,,,,,,,,
5,そこ,,,,,,,,,
6,に,,,,,,,,,
7,あり,,,,,,,,,
8,ます,,,,,,,,,
9,。,,,,,,,,,
<EOS>,,,,,,,,,,
1297,,,,,,,,,,
0,あそこ,,,,,,,,,
1,に,,,,,,,,,
2,先生,,,,,,teacher,,,
3,が,,,,,,,,,
4,い,,,,,,,,,
5,ます,,,,,,,,,
6,。,,,,,,,,,
<EOS>,,,,,,,,,,
1299,,,,,,,,,,
0,その,,,,,,,,,
1,本,,,,,,,,,
2,は,,,,,,,,,
3,わたし,,,,,neutral,,,,sg
4,の,,,,,,,,,
5,です,,,,,,,,,
6,。,,,,,,,,,
<EOS>,,,,,,,,,,
1302,,,,,,,,,,
0,その,,,,,,,,,
1,大きい,,,,,,,,,
2,かばん,,,,,,,,,
3,は,,,,,,,,,
4,わたし,,,,,neutral,,,,sg
5,の,,,,,,,,,
6,です,,,,,,,,,
7,。,,,,,,,,,
<EOS>,,,,,,,,,,
1305,,,,,,,,,,
0,すみません,,,,,,,,,
1,、,,,,,,,,,
2,トイレ,,,,,,,,,
3,は,,,,,,,,,
4,どこ,,,,,,,,,
5,です,,,,,,,,,
6,か,,,,,,,,,
7,。,,,,,,,,,
<EOS>,,,,,,,,,,
1308,,,,,,,,,,
0,あの,,,,,,,,,
1,かばん,,,,,,,,,
2,は,,,,,,,,,
3,だれ,,,,,,,,,
4,の,,,,,,,,,
5,です,,,,,,,,,
6,か,,,,,,,,,
7,。,,,,,,,,,
<EOS>,,,,,,,,,,
1311,,,,,,,,,,
0,あれ,,,,,,,,,
1,は,,,,,,,,,
2,田中,,,,,,,,,
3,さん,,,hon,,,,,,
4,の,,,,,,,,,
5,です,,,,,,,,,
6,。,,,,,,,,,
<EOS>,,,,,,,,,,
1312,,,,,,,,,,
0,先生,,,,,,teacher,,,
1,の,,,,,,,,,
2,車,,,,,,,,,
3,は,,,,,,,,,
4,どこ,,,,,,,,,
5,に,,,,,,,,,
6,あり,,,,,,,,,
7,ます,,,,,,,,,
8,か,,,,,,,,,
9,。,,,,,,,,,
<EOS>,,,,,,,,,,
1319,,,,,,,,,,
0,ケーキ,,,,,,,,,
1,が,,,,,,,,,
2,七,,,,,,,,,
3,つ,,,,,,,,,
4,あり,,,,,,,,,
5,ます,,,,,,,,,
6,。,,,,,,,,,
<EOS>,,,,,,,,,,
1320,,,,,,,,,,
0,この,,,,,,,,,
1,ボールペン,,,,,,,,,
2,は,,,,,,,,,
3,いくら,,,,,,,,,
4,です,,,,,,,,,
5,か,,,,,,,,,
6,。,,,,,,,,,
<EOS>,,,,,,,,,,
1322,,,,,,,,,,
0,切手,,,,,,,,,
1,を,,,,,,,,,
2,十,,,,,,,,,
3,枚,,,,,,,,,
4,と,,,,,,,,,
5,はがき,,,,,,,,,
6,を,,,,,,,,,
7,三,,,,,,,,,
8,枚,,,,,,,,,
9,買い,,,,,,,,,
10,ます,,,,,,,,,
11,。,,,,,,,,,
<EOS>,,,,,,,,,,
1323,,,,,,,,,,
0,先生,,,,,,teacher,,,
1,の,,,,,,,,,
2,机,,,,,,,,,
3,の,,,,,,,,,
4,上,,,,,,,,,
5,に,,,,,,,,,
6,辞書,,,,,,,,,
7,が,,,,,,,,,
8,二,,,,,,,,,
9,冊,,,,,,,,,
10,と,,,,,,,,,
11,雑誌,,,,,,,,,
12,が,,,,,,,,,
13,一,,,,,,,,,
14,冊,,,,,,,,,
15,あり,,,,,,,,,
16,ます,,,,,,,,,
17,。,,,,,,,,,
<EOS>,,,,,,,,,,
1326,,,,,,,,,,
0,そこ,,,,,,,,,
1,に,,,,,,,,,
2,ハンカチ,,,,,,,,,
3,が,,,,,,,,,
4,何,,,,,,,,,
5,枚,,,,,,,,,
6,あり,,,,,,,,,
7,ます,,,,,,,,,
8,か,,,,,,,,,
9,。,,,,,,,,,
<EOS>,,,,,,,,,,
1330,,,,,,,,,,
0,今,,,,,,,,,
1,、,,,,,,,,,
2,五,,,,,,,,,
3,時,,,,,,,,,
4,です,,,,,,,,,
5,。,,,,,,,,,
<EOS>,,,,,,,,,,
1333,,,,,,,,,,
0,今,,,,,,,,,
1,、,,,,,,,,,
2,何,,,,,,,,,
3,時,,,,,,,,,
4,何,,,,,,,,,
5,分,,,,,,,,,
6,です,,,,,,,,,
7,か,,,,,,,,,
8,。,,,,,,,,,
<EOS>,,,,,,,,,,
1334,,,,,,,,,,
0,十,,,,,,,,,
1,時,,,,,,,,,
2,五,,,,,,,,,
3,十,,,,,,,,,
4,一,,,,,,,,,
5,分,,,,,,,,,
6,です,,,,,,,,,
7,。,,,,,,,,,
<EOS>,,,,,,,,,,
1335,,,,,,,,,,
0,きょう,,,,,,,,,
1,は,,,,,,,,,
2,何,,,,,,,,,
3,月,,,,,,,,,
4,何,,,,,,,,,
5,日,,,,,,,,,
6,です,,,,,,,,,
7,か,,,,,,,,,
8,。,,,,,,,,,
<EOS>,,,,,,,,,,
1341,,,,,,,,,,
0,テレビ,,,,,,,,,
1,は,,,,,,,,,
2,ピアノ,,,,,,,,,
3,の,,,,,,,,,
4,そば,,,,,,,,,
5,に,,,,,,,,,
6,あり,,,,,,,,,
7,ます,,,,,,,,,
8,。,,,,,,,,,
<EOS>,,,,,,,,,,
1348,,,,,,,,,,
0,あした,,,,,,,,,
1,は,,,,,,,,,
2,午前,,,,,,,,,
3,中,,,,,,,,,
4,で,,,,,,,,,
5,授業,,,,,,,,,
6,が,,,,,,,,,
7,終わり,,,,,,,,,
8,ます,,,,,,,,,
9,。,,,,,,,,,
<EOS>,,,,,,,,,,
1349,,,,,,,,,,
0,毎日,,,,,,,,,
1,、,,,,,,,,,
2,学校,,,,,,,,,
3,へ,,,,,,,,,
4,行き,,,,,,,,,
5,ます,,,,,,,,,
6,。,,,,,,,,,
<EOS>,,,,,,,,,,
1350,,,,,,,,,,
0,田中,,,,,,,,,
1,さん,,,hon,,,,,,
2,は,,,,,,,,,
3,図書館,,,,,,,,,
4,で,,,,,,,,,
5,勉強し,,,,,,,,,
6,ます,,,,,,,,,
7,が,,,,,,,,,
8,、,,,,,,,,,
9,わたし,,,,,neutral,,,,sg
10,は,,,,,,,,,
11,家,,,,,,,,,
12,で,,,,,,,,,
13,勉強し,,,,,,,,,
14,ます,,,,,,,,,
15,。,,,,,,,,,
<EOS>,,,,,,,,,,
1356,,,,,,,,,,
0,きのう,,,,,,,,,
1,わたし,,,,,neutral,,,,sg
2,は,,,,,,,,,
3,勉強し,,,,,,,,,
4,まし,,,,,,,,,
5,た,,,,,,,,,
6,。,,,,,,,,,
<EOS>,,,,,,,,,,
1367,,,,,,,,,,
0,うち,,,,,,,,,
1,へ,,,,,,,,,
2,帰り,,,,,,,,,
3,ます,,,,,,,,,
4,。,,,,,,,,,
<EOS>,,,,,,,,,,
1369,,,,,,,,,,
0,いいえ,,,,,,,,,
1,、,,,,,,,,,
2,行き,,,,,,,,,
3,ませ,,,,,,,,,
4,ん,,,,,,,,,
5,。,,,,,,,,,
<EOS>,,,,,,,,,,
1371,,,,,,,,,,
0,田中,,,,,,,,,
1,さん,,,hon,,,,,,
2,は,,,,,,,,,
3,コーラ,,,,,,,,,
4,を,,,,,,,,,
5,飲み,,,,,,,,,
6,ます,,,,,,,,,
7,。,,,,,,,,,
<EOS>,,,,,,,,,,
1378,,,,,,,,,,
0,田中,,,,,,,,,
1,さん,,,hon,,,,,,
2,に,,,,,,,,,
3,手紙,,,,,,,,,
4,を,,,,,,,,,
5,出し,,,,,,,,,
6,ます,,,,,,,,,
7,。,,,,,,,,,
<EOS>,,,,,,,,,,
1379,,,,,,,,,,
0,山田,,,,,,,,,
1,さん,,,hon,,,,,,
2,に,,,,,,,,,
3,お金,,,,,,,,,
4,を,,,,,,,,,
5,貸し,,,,,,,,,
6,ます,,,,,,,,,
7,。,,,,,,,,,
<EOS>,,,,,,,,,,
1380,,,,,,,,,,
0,木村,,,,,,,,,
1,さん,,,hon,,,,,,
2,に,,,,,,,,,
3,英語,,,,,,,,,
4,を,,,,,,,,,
5,教え,,,,,,,,,
6,ます,,,,,,,,,
7,。,,,,,,,,,
<EOS>,,,,,,,,,,
1382,,,,,,,,,,
0,山田,,,,,,,,,
1,さん,,,hon,,,,,,
2,に,,,,,,,,,
3,お金,,,,,,,,,
4,を,,,,,,,,,
5,借り,,,,,,,,,
6,ます,,,,,,,,,
7,。,,,,,,,,,
<EOS>,,,,,,,,,,
1386,,,,,,,,,,
0,机,,,,,,,,,
1,に,,,,,,,,,
2,本,,,,,,,,,
3,を,,,,,,,,,
4,置き,,,,,,,,,
5,ます,,,,,,,,,
6,。,,,,,,,,,
<EOS>,,,,,,,,,,
1388,,,,,,,,,,
0,わたし,,,,,neutral,,,,sg
1,は,,,,,,,,,
2,七,,,,,,,,,
3,時,,,,,,,,,
4,半,,,,,,,,,
5,に,,,,,,,,,
6,起き,,,,,,,,,
7,ます,,,,,,,,,
8,。,,,,,,,,,
<EOS>,,,,,,,,,,
1389,,,,,,,,,,
0,十,,,,,,,,,
1,一,,,,,,,,,
2,時,,,,,,,,,
3,に,,,,,,,,,
4,寝,,,,,,,,,
5,ます,,,,,,,,,
6,。,,,,,,,,,
<EOS>,,,,,,,,,,
1392,,,,,,,,,,
0,日曜日,,,,,,,,,
1,に,,,,,,,,,
2,テニス,,,,,,,,,
3,を,,,,,,,,,
4,し,,,,,,,,,
5,ます,,,,,,,,,
6,。,,,,,,,,,
<EOS>,,,,,,,,,,
1393,,,,,,,,,,
0,いつ,,,,,,,,,
1,テニス,,,,,,,,,
2,を,,,,,,,,,
3,し,,,,,,,,,
4,ます,,,,,,,,,
5,か,,,,,,,,,
6,。,,,,,,,,,
<EOS>,,,,,,,,,,
1396,,,,,,,,,,
0,映画,,,,,,,,,
1,を,,,,,,,,,
2,見,,,,,,,,,
3,まし,,,,,,,,,
4,た,,,,,,,,,
5,。,,,,,,,,,
<EOS>,,,,,,,,,,
1397,,,,,,,,,,
0,わたし,,,,,neutral,,,,sg
1,は,,,,,,,,,
2,夏休み,,,,,,,,,
3,に,,,,,,,,,
4,旅行し,,,,,,,,,
5,まし,,,,,,,,,
6,た,,,,,,,,,
7,。,,,,,,,,,
<EOS>,,,,,,,,,,
1398,,,,,,,,,,
0,山田,,,,,,,,,
1,さん,,,hon,,,,,,
2,の,,,,,,,,,
3,誕生日,,,,,,,,,
4,に,,,,,,,,,
5,パーティー,,,,,,,,,
6,を,,,,,,,,,
7,し,,,,,,,,,
8,ます,,,,,,,,,
9,。,,,,,,,,,
<EOS>,,,,,,,,,,
1401,,,,,,,,,,
0,わたし,,,,,neutral,,,,sg
1,の,,,,,,,,,
2,家,,,,,,,,,
3,の,,,,,,,,,
4,犬,,,,,,,,,
5,は,,,,,,,,,
6,大きい,,,,,,,,,
7,です,,,,,,,,,
8,。,,,,,,,,,
<EOS>,,,,,,,,,,
1402,,,,,,,,,,
0,となり,,,,,,,,,
1,の,,,,,,,,,
2,家,,,,,,,,,
3,の,,,,,,,,,
4,犬,,,,,,,,,
5,は,,,,,,,,,
6,大きく,,,,,,,,,
7,あり,,,,,,,,,
8,ませ,,,,,,,,,
9,ん,,,,,,,,,
10,。,,,,,,,,,
<EOS>,,,,,,,,,,
1403,,,,,,,,,,
0,きょう,,,,,,,,,
1,は,,,,,,,,,
2,寒く,,,,,,,,,
3,ない,,,,,,,,,
4,です,,,,,,,,,
5,。,,,,,,,,,
<EOS>,,,,,,,,,,
1408,,,,,,,,,,
0,日本,,,,,,,,,
1,の,,,,,,,,,
2,料理,,,,,,,,,
3,は,,,,,,,,,
4,辛い,,,,,,,,,
5,です,,,,,,,,,
6,か,,,,,,,,,
7,。,,,,,,,,,
<EOS>,,,,,,,,,,
1409,,,,,,,,,,
0,いいえ,,,,,,,,,
1,、,,,,,,,,,
2,辛く,,,,,,,,,
3,ない,,,,,,,,,
4,です,,,,,,,,,
5,。,,,,,,,,,
<EOS>,,,,,,,,,,
1410,,,,,,,,,,
0,外,,,,,,,,,
1,は,,,,,,,,,
2,寒い,,,,,,,,,
3,です,,,,,,,,,
4,か,,,,,,,,,
5,。,,,,,,,,,
<EOS>,,,,,,,,,,
1414,,,,,,,,,,
0,日本,,,,,,,,,
1,の,,,,,,,,,
2,料理,,,,,,,,,
3,は,,,,,,,,,
4,どう,,,,,,,,,
5,です,,,,,,,,,
6,か,,,,,,,,,
7,。,,,,,,,,,
<EOS>,,,,,,,,,,
1418,,,,,,,,,,
0,この,,,,,,,,,
1,かばん,,,,,,,,,
2,は,,,,,,,,,
3,高かっ,,,,,,,,,
4,た,,,,,,,,,
5,です,,,,,,,,,
6,。,,,,,,,,,
<EOS>,,,,,,,,,,
1419,,,,,,,,,,
0,パーティー,,,,,,,,,
1,の,,,,,,,,,
2,料理,,,,,,,,,
3,は,,,,,,,,,
4,おいしく,,,,,,,,,
5,あり,,,,,,,,,
6,ませ,,,,,,,,,
7,ん,,,,,,,,,
8,でし,,,,,,,,,
9,た,,,,,,,,,
10,。,,,,,,,,,
<EOS>,,,,,,,,,,
1423,,,,,,,,,,
0,きのう,,,,,,,,,
1,の,,,,,,,,,
2,映画,,,,,,,,,
3,は,,,,,,,,,
4,どう,,,,,,,,,
5,でし,,,,,,,,,
6,た,,,,,,,,,
7,か,,,,,,,,,
8,。,,,,,,,,,
<EOS>,,,,,,,,,,
1426,,,,,,,,,,
0,わたし,,,,,neutral,,,,sg
1,の,,,,,,,,,
2,部屋,,,,,,,,,
3,は,,,,,,,,,
4,あまり,,,,,,,,,
5,広く,,,,,,,,,
6,あり,,,,,,,,,
7,ませ,,,,,,,,,
8,ん,,,,,,,,,
9,。,,,,,,,,,
<EOS>,,,,,,,,,,
1427,,,,,,,,,,
0,とても,,,,,,,,,
1,つかれ,,,,,,,,,
2,まし,,,,,,,,,
3,た,,,,,,,,,
4,。,,,,,,,,,
<EOS>,,,,,,,,,,
1428,,,,,,,,,,
0,あまり,,,,,,,,,
1,つかれ,,,,,,,,,
2,ませ,,,,,,,,,
3,ん,,,,,,,,,
4,でし,,,,,,,,,
5,た,,,,,,,,,
6,。,,,,,,,,,
<EOS>,,,,,,,,,,
1431,,,,,,,,,,
0,この,,,,,,,,,
1,あたり,,,,,,,,,
2,に,,,,,,,,,
3,は,,,,,,,,,
4,、,,,,,,,,,
5,あまり,,,,,,,,,
6,高い,,,,,,,,,
7,建物,,,,,,,,,
8,が,,,,,,,,,
9,あり,,,,,,,,,
10,ませ,,,,,,,,,
11,ん,,,,,,,,,
12,。,,,,,,,,,
<EOS>,,,,,,,,,,
1433,,,,,,,,,,
0,駅前,,,,,,,,,
1,に,,,,,,,,,
2,いい,,,,,,,,,
3,店,,,,,,,,,
4,が,,,,,,,,,
5,あり,,,,,,,,,
6,ます,,,,,,,,,
7,。,,,,,,,,,
<EOS>,,,,,,,,,,
1434,,,,,,,,,,
0,ここ,,,,,,,,,
1,は,,,,,,,,,
2,とても,,,,,,,,,
3,静かな,,,,,,,,,
4,部屋,,,,,,,,,
5,です,,,,,,,,,
6,。,,,,,,,,,
<EOS>,,,,,,,,,,
1435,,,,,,,,,,
0,すてきな,,,,,,,,,
1,服,,,,,,,,,
2,です,,,,,,,,,
3,ね,,,,,,,,,
4,。,,,,,,,,,
<EOS>,,,,,,,,,,
1446,,,,,,,,,,
0,田中,,,,,,,,,
1,さん,,,hon,,,,,,
2,は,,,,,,,,,
3,背,,,,,,,,,
4,が,,,,,,,,,
5,高い,,,,,,,,,
6,です,,,,,,,,,
7,。,,,,,,,,,
<EOS>,,,,,,,,,,
1449,,,,,,,,,,
0,わたし,,,,,neutral,,,,sg
1,は,,,,,,,,,
2,きのう,,,,,,,,,
3,から,,,,,,,,,
4,のど,,,,,,,,,
5,が,,,,,,,,,
6,痛い,,,,,,,,,
7,です,,,,,,,,,
8,。,,,,,,,,,
<EOS>,,,,,,,,,,
1450,,,,,,,,,,
0,頭,,,,,,,,,
1,が,,,,,,,,,
2,痛い,,,,,,,,,
3,です,,,,,,,,,
4,か,,,,,,,,,
5,。,,,,,,,,,
<EOS>,,,,,,,,,,
1451,,,,,,,,,,
0,いいえ,,,,,,,,,
1,、,,,,,,,,,
2,痛く,,,,,,,,,
3,ない,,,,,,,,,
4,です,,,,,,,,,
5,。,,,,,,,,,
<EOS>,,,,,,,,,,
1454,,,,,,,,,,
0,この,,,,,,,,,
1,町,,,,,,,,,
2,は,,,,,,,,,
3,道,,,,,,,,,
4,が,,,,,,,,,
5,狭い,,,,,,,,,
6,です,,,,,,,,,
7,。,,,,,,,,,
<EOS>,,,,,,,,,,
1455,,,,,,,,,,
0,この,,,,,,,,,
1,絵,,,,,,,,,
2,は,,,,,,,,,
3,色,,,,,,,,,
4,が,,,,,,,,,
5,きれい,,,,,,,,,
6,です,,,,,,,,,
7,。,,,,,,,,,
<EOS>,,,,,,,,,,
1457,,,,,,,,,,
0,わたし,,,,,neutral,,,,sg
1,は,,,,,,,,,
2,歌,,,,,,,,,
3,が,,,,,,,,,
4,へた,,,,,,,,,
5,です,,,,,,,,,
6,。,,,,,,,,,
<EOS>,,,,,,,,,,
1459,,,,,,,,,,
0,山田,,,,,,,,,
1,さん,,,hon,,,,,,
2,は,,,,,,,,,
3,、,,,,,,,,,
4,お父さん,,,,,,,,,
5,が,,,,,,,,,
6,よく,,,,,,,,,
7,働き,,,,,,,,,
8,ます,,,,,,,,,
9,。,,,,,,,,,
<EOS>,,,,,,,,,,
1460,,,,,,,,,,
0,山田,,,,,,,,,
1,さん,,,hon,,,,,,
2,は,,,,,,,,,
3,、,,,,,,,,,
4,お父さん,,,,,,,,,
5,が,,,,,,,,,
6,医者,,,,,,,,,
7,です,,,,,,,,,
8,。,,,,,,,,,
<EOS>,,,,,,,,,,
1473,,,,,,,,,,
0,宿題,,,,,,,,,
1,を,,,,,,,,,
2,忘れ,,,,,,,,,
3,ない,,,,,,,,,
4,で,,,,,,,,,
5,ください,,,,,,,,,
6,。,,,,,,,,,
<EOS>,,,,,,,,,,
1474,,,,,,,,,,
0,ここ,,,,,,,,,
1,で,,,,,,,,,
2,勉強する,,,,,,,,,
3,こと,,,,,,,,,
4,が,,,,,,,,,
5,でき,,,,,,,,,
6,ます,,,,,,,,,
7,。,,,,,,,,,
<EOS>,,,,,,,,,,
1476,,,,,,,,,,
0,あの,,,,,,,,,
1,人,,,,,,,,,
2,は,,,,,,,,,
3,日本語,,,,,,,,,
4,の,,,,,,,,,
5,先生,,,,,,teacher,,,
6,だ,,,,,,,,,
7,と,,,,,,,,,
8,思い,,,,,,,,,
9,ます,,,,,,,,,
10,。,,,,,,,,,
<EOS>,,,,,,,,,,
1477,,,,,,,,,,
0,これ,,,,,,,,,
1,は,,,,,,,,,
2,きのう,,,,,,,,,
3,買っ,,,,,,,,,
4,た,,,,,,,,,
5,テープ,,,,,,,,,
6,です,,,,,,,,,
7,。,,,,,,,,,
<EOS>,,,,,,,,,,
1478,,,,,,,,,,
0,道,,,,,,,,,
1,が,,,,,,,,,
2,わから,,,,,,,,,
3,ない,,,,,,,,,
4,とき,,,,,,,,,
5,、,,,,,,,,,
6,電話,,,,,,,,,
7,で,,,,,,,,,
8,聞い,,,,,,,,,
9,て,,,,,,,,,
10,ください,,,,,,,,,
11,。,,,,,,,,,
<EOS>,,,,,,,,,,
1481,,,,,,,,,,
0,小林,,,,,,,,,
1,さん,,,hon,,,,,,
2,は,,,,,,,,,
3,青い,,,,,,,,,
4,シャツ,,,,,,,,,
5,を,,,,,,,,,
6,着,,,,,,,,,
7,て,,,,,,,,,
8,い,,,,,,,,,
9,ます,,,,,,,,,
10,。,,,,,,,,,
<EOS>,,,,,,,,,,
1482,,,,,,,,,,
0,手紙,,,,,,,,,
1,に,,,,,,,,,
2,書い,,,,,,,,,
