1176
4,phòng học,,,,,,,,,
5,.,,,,,,,,,
<EOS>
1255
0,Phía,,,,,,,,,
1,trước,,,,,,,,,
2,nhà,,,,,,,,,
3,là,,,,,,,,,
4,công viên,,,,,,,,,
5,.,,,,,,,,,
<EOS>
1257
0,Trường học,,,,,,,,,
1,ở,,,,,,,,,
2,gần,,,,,,,,,
3,nhà,,,,,,,,,
4,.,,,,,,,,,
<EOS>
1258
0,Quyển,,,,,,,,,
1,sách,,,,,,,,,
2,ở,,,,,,,,,
3,trong,,,,,,,,,
4,cặp,,,,,,,,,
5,.,,,,,,,,,
<EOS>
1259
0,Cây bút,,,,,,,,,
1,của,,,,,,,,,
2,tôi,,,,,neutral,,,,sg
3,là,,,,,,,,,
4,cây,,,,,,,,,
5,này,,,,,,,,,
6,.,,,,,,,,,
<EOS>
1264
0,Phòng học,,,,,,,,,
1,tiếng,,,,,,,,,
2,Nhật,,,,,,,,,
3,ở,,,,,,,,,
4,đâu,,,,,,,,,
5,?,,,,,,,,,
<EOS>
1268
0,Đó,,,,,,,,,
1,là,,,,,,,,,
2,tờ báo,,,,,,,,,
3,ra,,,,,,,,,
4,khi nào,,,,,,,,,
5,vậy,,,,,,,,,
6,?,,,,,,,,,
<EOS>
1274
0,Trong,,,,,,,,,
1,phòng họp,,,,,,,,,
2,có,,,,,,,,,
3,máy vi tính,,,,,,,,,
4,mới,,,,,,,,,
5,.,,,,,,,,,
<EOS>
1275
0,Trong,,,,,,,,,
1,thùng,,,,,,,,,
2,có,,,,,,,,,
3,con,,,,,,,,,
4,chó,,,,,,,,,
5,nhỏ,,,,,,,,,
6,.,,,,,,,,,
<EOS>
1276
0,Anh,male,,,elder.sibling,,,,,
1,Tanaka,,,,,,,,,
2,là,,,,,,,,,
3,người,,,,,,,,,
4,khỏe mạnh,,,,,,,,,
5,.,,,,,,,,,
<EOS>
1280
0,Bộ,,,,,,,,,
1,phim,,,,,,,,,
2,như,,,,,,,,,
3,thế nào,,,,,,,,,
4,vậy,,,,,,,,,
5,?,,,,,,,,,
<EOS>
1281
0,Bộ,,,,,,,,,
1,phim,,,,,,,,,
2,cũ,,,,,,,,,
3,của,,,,,,,,,
4,Nhật,,,,,,,,,
5,.,,,,,,,,,
<EOS>
1286
0,Bạn,,,,,,,,,
1,sẽ,,,,,,,,,
2,mua,,,,,,,,,
3,đôi,,,,,,,,,
4,giày,,,,,,,,,
5,nào,,,,,,,,,
6,?,,,,,,,,,
<EOS>
1291
0,Từ điển,,,,,,,,,
1,tiếng,,,,,,,,,
2,Nhật,,,,,,,,,
3,là,,,,,,,,,
4,quyển,,,,,,,,,
5,đó,,,,,,,,,
6,.,,,,,,,,,
<EOS>
1296
0,Cái,,,,,,,,,
1,cặp,,,,,,,,,
2,của,,,,,,,,,
3,chị,female,,,elder.sibling,,,,,
4,Tanaka,,,,,,,,,
5,ở,,,,,,,,,
6,chỗ,,,,,,,,,
7,đó,,,,,,,,,
8,.,,,,,,,,,
<EOS>
1297
0,Thầy giáo,male,,,,,,,,
1,ở,,,,,,,,,
2,đằng,,,,,,,,,
3,kia,,,,,,,,,
4,.,,,,,,,,,
<EOS>
1299
0,Quyển,,,,,,,,,
1,sách,,,,,,,,,
2,đó,,,,,,,,,
3,là,,,,,,,,,
4,của,,,,,,,,,
5,tôi,,,,,neutral,,,,sg
6,.,,,,,,,,,
<EOS>
1302
0,Cái,,,,,,,,,
1,cặp,,,,,,,,,
2,lớn,,,,,,,,,
3,đó,,,,,,,,,
4,là,,,,,,,,,
5,của,,,,,,,,,
6,tôi,,,,,neutral,,,,sg
7,.,,,,,,,,,
<EOS>
1305
0,Xin lỗi,,,,,,,,,
1,cho,,,,,,,,,
2,tôi,,,,,,,,,
3,hỏi,,,,,,,,,
4,",",,,,,,,,,
5,nhà vệ sinh,,,,,,,,,
6,ở,,,,,,,,,
7,đâu,,,,,,,,,
8,?,,,,,,,,,
<EOS>
1308
0,Cái,,,,,,,,,
1,cặp,,,,,,,,,
2,kia,,,,,,,,,
3,là,,,,,,,,,
4,của,,,,,,,,,
5,ai,,,,,,,,,
6,?,,,,,,,,,
<EOS>
1311
0,Cái,,,,,,,,,
1,kia,,,,,,,,,
2,là,,,,,,,,,
3,của,,,,,,,,,
4,anh,male,,,elder.sibling,,,,,
5,Tanaka,,,,,,,,,
6,.,,,,,,,,,
<EOS>
1312
0,Xe hơi,,,,,,,,,
1,của,,,,,,,,,
2,thầy giáo,male,,,,,,,,
3,ở,,,,,,,,,
4,đâu,,,,,,,,,
5,?,,,,,,,,,
<EOS>
1319
0,Có,,,,,,,,,
1,bảy,,,,,,,,,
2,cái,,,,,,,,,
3,bánh kem,,,,,,,,,
4,.,,,,,,,,,
<EOS>
1320
0,Cây bút bi,,,,,,,,,
1,này,,,,,,,,,
2,bao nhiêu,,,,,,,,,
3,tiền,,,,,,,,,
4,?,,,,,,,,,
<EOS>
1322
0,Tôi,,,,,,,,,
1,sẽ,,,,,,,,,
2,mua,,,,,,,,,
3,mười,,,,,,,,,
4,con,,,,,,,,,
5,tem,,,,,,,,,
6,và,,,,,,,,,
7,ba,,,,,,,,,
8,tấm,,,,,,,,,
9,thiệp,,,,,,,,,
10,.,,,,,,,,,
<EOS>
1323
0,Trên,,,,,,,,,
1,bàn,,,,,,,,,
2,của,,,,,,,,,
3,thầy giáo,male,,,,,,,,
4,có,,,,,,,,,
5,ba,,,,,,,,,
6,quyển,,,,,,,,,
7,từ điển,,,,,,,,,
8,và,,,,,,,,,
9,một,,,,,,,,,
10,quyển,,,,,,,,,
11,tạp chí,,,,,,,,,
12,.,,,,,,,,,
<EOS>
1326
0,Ở,,,,,,,,,
1,chỗ,,,,,,,,,
2,đó,,,,,,,,,
3,có,,,,,,,,,
4,mấy,,,,,,,,,
5,cái,,,,,,,,,
6,khăn tay,,,,,,,,,
7,?,,,,,,,,,
<EOS>
1330
0,Bây giờ,,,,,,,,,
1,là,,,,,,,,,
2,năm,,,,,,,,,
3,giờ,,,,,,,,,
4,.,,,,,,,,,
<EOS>
1333
0,Bây giờ,,,,,,,,,
1,là,,,,,,,,,
2,mấy,,,,,,,,,
3,giờ,,,,,,,,,
4,mấy,,,,,,,,,
5,phút,,,,,,,,,
6,?,,,,,,,,,
<EOS>
1334
0,Mười,,,,,,,,,
1,giờ,,,,,,,,,
2,năm,,,,,,,,,
3,mươi,,,,,,,,,
4,mốt,,,,,,,,,
5,phút,,,,,,,,,
6,.,,,,,,,,,
<EOS>
1335
0,Hôm nay,,,,,,,,,
1,là,,,,,,,,,
2,ngày,,,,,,,,,
3,mấy,,,,,,,,,
4,tháng,,,,,,,,,
5,mấy,,,,,,,,,
6,?,,,,,,,,,
<EOS>
1341
0,Ti-vi,,,,,,,,,
1,đặt,,,,,,,,,
2,bên,,,,,,,,,
3,cạnh,,,,,,,,,
4,đàn,,,,,,,,,
5,dương cầm,,,,,,,,,
6,.,,,,,,,,,
<EOS>
1348
0,Ngày mai,,,,,,,,,
1,tôi,,,,,,,,,
2,sẽ,,,,,,,,,
3,kết thúc,,,,,,,,,
4,giờ,,,,,,,,,
5,học,,,,,,,,,
6,vào,,,,,,,,,
7,buổi,,,,,,,,,
8,sáng,,,,,,,,,
9,.,,,,,,,,,
<EOS>
1349
0,Mỗi,,,,,,,,,
1,ngày,,,,,,,,,
2,tôi,,,,,,,,,
3,đều,,,,,,,,,
4,đi,,,,,,,,,
5,đến,,,,,,,,,
6,trường,,,,,,,,,
7,.,,,,,,,,,
<EOS>
1350
0,Anh,male,,,elder.sibling,,,,,
1,Tanaka,,,,,,,,,
2,học,,,,,,,,,
3,ở,,,,,,,,,
4,thư viện,,,,,,,,,
5,nhưng,,,,,,,,,
6,tôi,,,,,neutral,,,,sg
7,học,,,,,,,,,
8,ở,,,,,,,,,
9,nhà,,,,,,,,,
10,.,,,,,,,,,
<EOS>
1356
0,Ngày,,,,,,,,,
1,hôm qua,,,,,,,,,
2,tôi,,,,,neutral,,,,sg
3,đã,,,,,,,,,
4,học,,,,,,,,,
5,bài,,,,,,,,,
6,.,,,,,,,,,
<EOS>
1367
0,Tôi,,,,,,,,,
1,sẽ,,,,,,,,,
2,về,,,,,,,,,
3,nhà,,,,,,,,,
4,.,,,,,,,,,
<EOS>
1369
0,Không,,,,,,,,,
1,",",,,,,,,,,
2,tôi,,,,,,,,,
3,sẽ,,,,,,,,,
4,không,,,,,,,,,
5,đi,,,,,,,,,
6,.,,,,,,,,,
<EOS>
1371
0,Anh,male,,,elder.sibling,,,,,
1,Tanaka,,,,,,,,,
2,uống,,,,,,,,,
3,coca,,,,,,,,,
4,.,,,,,,,,,
<EOS>
1378
0,Tôi,,,,,,,,,
1,sẽ,,,,,,,,,
2,gửi,,,,,,,,,
3,thư,,,,,,,,,
4,cho,,,,,,,,,
5,anh,male,,,elder.sibling,,,,,
6,Tanaka,,,,,,,,,
7,.,,,,,,,,,
<EOS>
1379
0,Tôi,,,,,,,,,
1,sẽ,,,,,,,,,
2,cho,,,,,,,,,
3,anh,male,,,elder.sibling,,,,,
4,Yamada,,,,,,,,,
5,mượn,,,,,,,,,
6,tiền,,,,,,,,,
7,.,,,,,,,,,
<EOS>
1380
0,Tôi,,,,,,,,,
1,sẽ,,,,,,,,,
2,dạy,,,,,,,,,
3,tiếng,,,,,,,,,
4,Anh,,,,,,,,,
5,cho,,,,,,,,,
6,chị,female,,,elder.sibling,,,,,
7,Kimura,,,,,,,,,
8,.,,,,,,,,,
<EOS>
1382
0,Tôi,,,,,,,,,
1,sẽ,,,,,,,,,
2,mượn,,,,,,,,,
3,tiền,,,,,,,,,
4,của,,,,,,,,,
5,anh,male,,,elder.sibling,,,,,
6,Yamada,,,,,,,,,
7,.,,,,,,,,,
<EOS>
1386
0,Tôi,,,,,,,,,
1,sẽ,,,,,,,,,
2,đặt,,,,,,,,,
3,quyển,,,,,,,,,
4,sách,,,,,,,,,
5,lên,,,,,,,,,
6,bàn,,,,,,,,,
7,.,,,,,,,,,
<EOS>
1388
0,Tôi,,,,,neutral,,,,sg
1,thức dậy,,,,,,,,,
2,vào,,,,,,,,,
3,lúc,,,,,,,,,
4,bảy,,,,,,,,,
5,giờ,,,,,,,,,
6,ba,,,,,,,,,
7,mươi,,,,,,,,,
8,phút,,,,,,,,,
9,.,,,,,,,,,
<EOS>
1389
0,Tôi,,,,,,,,,
1,ngủ,,,,,,,,,
2,vào,,,,,,,,,
3,lúc,,,,,,,,,
4,mười,,,,,,,,,
5,một,,,,,,,,,
6,giờ,,,,,,,,,
7,.,,,,,,,,,
<EOS>
1392
0,Tôi,,,,,,,,,
1,chơi,,,,,,,,,
2,ten-nít,,,,,,,,,
3,vào,,,,,,,,,
4,ngày,,,,,,,,,
5,chủ nhật,,,,,,,,,
6,.,,,,,,,,,
<EOS>
1393
0,Bạn,,,,,,,,,
1,chơi,,,,,,,,,
2,ten-nít,,,,,,,,,
3,khi nào,,,,,,,,,
4,?,,,,,,,,,
<EOS>
1396
0,Tôi,,,,,,,,,
1,đã,,,,,,,,,
2,xem,,,,,,,,,
3,phim,,,,,,,,,
4,rồi,,,,,,,,,
5,.,,,,,,,,,
<EOS>
1397
0,Tôi,,,,,neutral,,,,sg
1,đã,,,,,,,,,
2,đi,,,,,,,,,
3,du lịch,,,,,,,,,
4,vào,,,,,,,,,
5,kì,,,,,,,,,
6,nghỉ hè,,,,,,,,,
7,.,,,,,,,,,
<EOS>
1398
0,Tôi,,,,,,,,,
1,sẽ,,,,,,,,,
2,tổ chức,,,,,,,,,
3,tiệc,,,,,,,,,
4,vào,,,,,,,,,
5,dịp,,,,,,,,,
6,sinh nhật,,,,,,,,,
7,của,,,,,,,,,
8,anh,male,,,elder.sibling,,,,,
9,Yamada,,,,,,,,,
10,.,,,,,,,,,
<EOS>
1401
0,Con,,,,,,,,,
1,chó,,,,,,,,,
2,của,,,,,,,,,
3,nhà,,,,,,,,,
4,tôi,,,,,neutral,,,,sg
5,thì,,,,,,,,,
6,to,,,,,,,,,
7,.,,,,,,,,,
<EOS>
1402
0,Con,,,,,,,,,
1,chó,,,,,,,,,
2,của,,,,,,,,,
3,nhà,,,,,,,,,
4,bên,,,,,,,,,
5,cạnh,,,,,,,,,
6,thì,,,,,,,,,
7,không,,,,,,,,,
8,to,,,,,,,,,
9,.,,,,,,,,,
<EOS>
1403
0,Hôm nay,,,,,,,,,
1,trời,,,,,,,,,
2,không,,,,,,,,,
3,lạnh,,,,,,,,,
4,.,,,,,,,,,
<EOS>
1408
0,Món ăn,,,,,,,,,
1,Nhật Bản,,,,,,,,,
2,có,,,,,,,,,
3,cay,,,,,,,,,
4,không,,,,,,,,,
5,?,,,,,,,,,
<EOS>
1409
0,Không,,,,,,,,,
1,",",,,,,,,,,
2,không,,,,,,,,,
3,cay,,,,,,,,,
4,.,,,,,,,,,
<EOS>
1410
0,Bên,,,,,,,,,
1,ngoài,,,,,,,,,
2,có,,,,,,,,,
3,lạnh,,,,,,,,,
4,không,,,,,,,,,
5,?,,,,,,,,,
<EOS>
1414
0,Món ăn,,,,,,,,,
1,Nhật Bản,,,,,,,,,
2,như,,,,,,,,,
3,thế nào,,,,,,,,,
4,?,,,,,,,,,
<EOS>
1418
0,Cái,,,,,,,,,
1,cặp,,,,,,,,,
2,này,,,,,,,,,
3,đắt tiền,,,,,,,,,
4,.,,,,,,,,,
<EOS>
1419
0,Các,,,,,,,,,
1,món ăn,,,,,,,,,
2,trong,,,,,,,,,
3,buổi,,,,,,,,,
4,tiệc,,,,,,,,,
5,không,,,,,,,,,
6,ngon,,,,,,,,,
7,.,,,,,,,,,
<EOS>
1423
0,Bộ,,,,,,,,,
1,phim,,,,,,,,,
2,hôm qua,,,,,,,,,
3,như,,,,,,,,,
4,thế nào,,,,,,,,,
5,?,,,,,,,,,
<EOS>
1426
0,Phòng,,,,,,,,,
1,của,,,,,,,,,
2,tôi,,,,,neutral,,,,sg
3,không,,,,,,,,,
4,rộng,,,,,,,,,
5,lắm,,,,,,,,,
6,.,,,,,,,,,
<EOS>
1427
0,Tôi,,,,,,,,,
1,đã,,,,,,,,,
2,rất,,,,,,,,,
3,mệt,,,,,,,,,
4,.,,,,,,,,,
<EOS>
1428
0,Tôi,,,,,,,,,
1,đã,,,,,,,,,
2,không,,,,,,,,,
3,mệt,,,,,,,,,
4,lắm,,,,,,,,,
5,.,,,,,,,,,
<EOS>
1431
0,Ở,,,,,,,,,
1,quanh,,,,,,,,,
2,đây,,,,,,,,,
3,không,,,,,,,,,
4,có,,,,,,,,,
5,nhiều,,,,,,,,,
6,nhà,,,,,,,,,
7,cao tầng,,,,,,,,,
8,lắm,,,,,,,,,
9,.,,,,,,,,,
<EOS>
1433
0,Trước,,,,,,,,,
1,ga,,,,,,,,,
2,có,,,,,,,,,
3,cửa hàng,,,,,,,,,
4,tốt,,,,,,,,,
5,.,,,,,,,,,
<EOS>
1434
0,Đây,,,,,,,,,
1,là,,,,,,,,,
2,căn,,,,,,,,,
3,phòng,,,,,,,,,
4,rất,,,,,,,,,
5,yên tĩnh,,,,,,,,,
6,.,,,,,,,,,
<EOS>
1435
0,Bộ,,,,,,,,,
1,quần áo,,,,,,,,,
2,đẹp,,,,,,,,,
3,nhỉ,,,,,,,,,
4,!,,,,,,,,,
<EOS>
1446
0,Anh,male,,,elder.sibling,,,,,
1,Tanaka,,,,,,,,,
2,thì,,,,,,,,,
3,cao,,,,,,,,,
4,.,,,,,,,,,
<EOS>
1449
0,Tôi,,,,,neutral,,,,sg
1,bị,,,,,,,,,
2,đau,,,,,,,,,
3,họng,,,,,,,,,
4,từ,,,,,,,,,
5,hôm qua,,,,,,,,,
6,.,,,,,,,,,
<EOS>
1450
0,Bạn,,,,,,,,,
1,bị,,,,,,,,,
2,đau đầu,,,,,,,,,
3,phải,,,,,,,,,
4,không,,,,,,,,,
5,?,,,,,,,,,
<EOS>
1451
0,Không,,,,,,,,,
1,",",,,,,,,,,
2,không,,,,,,,,,
3,đau,,,,,,,,,
4,.,,,,,,,,,
<EOS>
1454
0,Khu phố,,,,,,,,,
1,này,,,,,,,,,
2,đường,,,,,,,,,
3,hẹp,,,,,,,,,
4,.,,,,,,,,,
<EOS>
1455
0,Bức,,,,,,,,,
1,tranh,,,,,,,,,
2,này,,,,,,,,,
3,màu,,,,,,,,,
4,sắc đẹp,,,,,,,,,
5,.,,,,,,,,,
<EOS>
1457
0,Tôi,,,,,neutral,,,,sg
1,hát,,,,,,,,,
2,dở,,,,,,,,,
3,.,,,,,,,,,
<EOS>
1459
0,Bố,,,,,,,,,
1,anh,male,,,elder.sibling,,,,,
2,Yamada,,,,,,,,,
3,làm việc,,,,,,,,,
4,rất,,,,,,,,,
5,chăm chỉ,,,,,,,,,
6,.,,,,,,,,,
<EOS>
1460
0,Anh,male,,,elder.sibling,,,,,
1,Yamada,,,,,,,,,
2,có,,,,,,,,,
3,bố,,,,,,,,,
4,là,,,,,,,,,
5,bác sĩ,,,,,,,,,
6,.,,,,,,,,,
<EOS>
1473
0,Đừng,,,,,,,,,
1,quên,,,,,,,,,
2,làm,,,,,,,,,
3,bài tập,,,,,,,,,
4,nhé,,,,,,,,,
5,!,,,,,,,,,
<EOS>
1474
0,Có thể,,,,,,,,,
1,học,,,,,,,,,
2,bài,,,,,,,,,
3,ở,,,,,,,,,
4,đây,,,,,,,,,
5,.,,,,,,,,,
<EOS>
1476
0,Tôi,,,,,,,,,
1,nghĩ,,,,,,,,,
2,người,,,,,,,,,
3,kia,,,,,,,,,
4,là,,,,,,,,,
5,giáo viên,,,,,,,,,
6,tiếng,,,,,,,,,
7,Nhật,,,,,,,,,
8,.,,,,,,,,,
<EOS>
1477
0,Đây,,,,,,,,,
1,là,,,,,,,,,
2,cuộc,,,,,,,,,
3,băng,,,,,,,,,
4,mà,,,,,,,,,
5,tôi,,,,,,,,,
6,mua,,,,,,,,,
7,hôm qua,,,,,,,,,
8,.,,,,,,,,,
<EOS>
1478
0,Nếu không,,,,,,,,,
1,biết,,,,,,,,,
2,đường,,,,,,,,,
3,thì,,,,,,,,,
4,hãy,,,,,,,,,
5,gọi,,,,,,,,,
6,điện thoại,,,,,,,,,
7,.,,,,,,,,,
<EOS>
1481
0,Anh,male,,,elder.sibling,,,,,
1,Kobayashi,,,,,,,,,
2,mặc,,,,,,,,,
3,chiếc,,,,,,,,,
4,áo,,,,,,,,,
5,sơ mi,,,,,,,,,
6,màu,,,,,,,,,
7,xanh,,,,,,,,,
8,da trời,,,,,,,,,
9,.,,,,,,,,,
<EOS>
1482
0,Điều,,,,,,,,,
1,đó,,,,,,,,,
2,có,,,,,,,,,
3,viết,,,,,,,,,
4,trong,,,,,,,,,
5,thư,,,,,,,,,
6,.,,,,,,,,,
<EOS>
1484
0,Sau,,,,,,,,,
1,khi,,,,,,,,,
2,ăn,,,,,,,,,
3,cơm,,,,,,,,,
4,thì,,,,,,,,,
5,tôi,,,,,,,,,
6,đánh răng,,,,,,,,,
7,.,,,,,,,,,
<EOS>
1485
0,Hãy,,,,,,,,,
1,đứng,,,,,,,,,
2,dậy,,,,,,,,,
3,.,,,,,,,,,
<EOS>
1491
0,Bây giờ,,,,,,,,,
1,",",,,,,,,,,
2,anh,male,,,elder.sibling,,,,,
3,Kobayashi,,,,,,,,,
4,đang,,,,,,,,,
5,đọc,,,,,,,,,
6,sách,,,,,,,,,
7,ở,,,,,,,,,
8,thư viện,,,,,,,,,
9,.,,,,,,,,,
<EOS>
1492
0,Anh,male,,,elder.sibling,,,,,
1,Tanaka,,,,,,,,,
2,đang,,,,,,,,,
3,làm,,,,,,,,,
4,gì,,,,,,,,,
5,vậy,,,,,,,,,
6,?,,,,,,,,,
<EOS>
1494
0,Bạn,,,,,,,,,
1,học,,,,,,,,,
2,tiếng,,,,,,,,,
3,Nhật,,,,,,,,,
4,từ,,,,,,,,,
5,khi nào,,,,,,,,,
6,?,,,,,,,,,
<EOS>
1495
0,Tôi,,,,,,,,,
1,học,,,,,,,,,
2,từ,,,,,,,,,
3,năm ngoái,,,,,,,,,
4,.,,,,,,,,,
<EOS>
1501
0,Cửa sổ,,,,,,,,,
1,đang,,,,,,,,,
2,mở,,,,,,,,,
3,.,,,,,,,,,
<EOS>
1507
0,Con,,,,,,,,,
1,đường,,,,,,,,,
2,này,,,,,,,,,
3,quanh co,,,,,,,,,
4,.,,,,,,,,,
<EOS>
1512
0,Cửa sổ,,,,,,,,,
1,đang,,,,,,,,,
2,đóng,,,,,,,,,
3,.,,,,,,,,,
<EOS>
1513
0,Điện,,,,,,,,,
1,tắt,,,,,,,,,
2,.,,,,,,,,,
<EOS>
1515
0,Câu hỏi,,,,,,,,,
1,được,,,,,,,,,
2,ghi,,,,,,,,,
3,ở,,,,,,,,,
4,trang,,,,,,,,,
5,mười,,,,,,,,,
6,lăm,,,,,,,,,
7,.,,,,,,,,,
<EOS>
1520
0,Cửa sổ,,,,,,,,,
1,đang,,,,,,,,,
2,mở,,,,,,,,,
3,.,,,,,,,,,
<EOS>
1527
0,Trên,,,,,,,,,
1,bàn,,,,,,,,,
2,có,,,,,,,,,
3,quyển,,,,,,,,,
4,sách,,,,,,,,,
5,và,,,,,,,,,
6,quyển,,,,,,,,,
7,vở,,,,,,,,,
8,.,,,,,,,,,
<EOS>
1528
0,Tôi,,,,,,,,,
1,có,,,,,,,,,
2,buổi,,,,,,,,,
3,tập,,,,,,,,,
4,đá bóng,,,,,,,,,
5,vào,,,,,,,,,
6,thứ,,,,,,,,,
7,hai,,,,,,,,,
8,",",,,,,,,,,
9,tư,,,,,,,,,
10,",",,,,,,,,,
11,sáu,,,,,,,,,
12,.,,,,,,,,,
<EOS>
1530
0,Tôi,,,,,,,,,
1,sẽ,,,,,,,,,
2,mua,,,,,,,,,
3,đồ,,,,,,,,,
4,tại,,,,,,,,,
5,trung tâm,,,,,,,,,
6,thương mại,,,,,,,,,
7,hoặc,,,,,,,,,
8,siêu thị,,,,,,,,,
9,.,,,,,,,,,
<EOS>
1531
0,Trước,,,,,,,,,
1,bưu điện,,,,,,,,,
2,hoặc,,,,,,,,,
3,bên,,,,,,,,,
4,cạnh,,,,,,,,,
5,ga,,,,,,,,,
6,thường,,,,,,,,,
7,có,,,,,,,,,
8,hộp thư,,,,,,,,,
9,.,,,,,,,,,
<EOS>
1532
0,Tôi,,,,,,,,,
1,ăn,,,,,,,,,
2,trứng,,,,,,,,,
3,",",,,,,,,,,
4,bánh mì,,,,,,,,,
5,...,,,,,,,,,
6,.,,,,,,,,,
<EOS>
1533
0,Trong,,,,,,,,,
1,căn,,,,,,,,,
2,phòng,,,,,,,,,
3,của,,,,,,,,,
4,tôi,,,,,neutral,,,,sg
5,có,,,,,,,,,
6,bàn,,,,,,,,,
7,",",,,,,,,,,
8,giường,,,,,,,,,
9,",",,,,,,,,,
10,ti-vi,,,,,,,,,
11,...,,,,,,,,,
12,.,,,,,,,,,
<EOS>
1534
0,Cái,,,,,,,,,
1,cặp,,,,,,,,,
2,to,,,,,,,,,
3,",",,,,,,,,,
4,màu,,,,,,,,,
5,đen,,,,,,,,,
6,là,,,,,,,,,
7,của,,,,,,,,,
8,tôi,,,,,neutral,,,,sg
9,.,,,,,,,,,
<EOS>
1535
0,Tôi,,,,,,,,,
1,sống,,,,,,,,,
2,trong,,,,,,,,,
3,một,,,,,,,,,
4,căn hộ,,,,,,,,,
5,sạch sẽ,,,,,,,,,
6,và,,,,,,,,,
7,yên tĩnh,,,,,,,,,
8,.,,,,,,,,,
<EOS>
1537
0,Bông hoa,,,,,,,,,
1,này,,,,,,,,,
2,nhỏ,,,,,,,,,
3,và,,,,,,,,,
4,có,,,,,,,,,
5,màu,,,,,,,,,
6,đỏ,,,,,,,,,
7,.,,,,,,,,,
<EOS>
1542
0,Đôi,,,,,,,,,
1,tất,,,,,,,,,
2,này,,,,,,,,,
3,bền,,,,,,,,,
4,và,,,,,,,,,
5,rẻ,,,,,,,,,
6,.,,,,,,,,,
<EOS>
1544
0,Quyển,,,,,,,,,
1,sách,,,,,,,,,
2,này,,,,,,,,,
3,nhiều,,,,,,,,,
4,chữ Hán,,,,,,,,,
5,nên,,,,,,,,,
6,khó,,,,,,,,,
7,.,,,,,,,,,
<EOS>
1545
0,Tôi,,,,,,,,,
1,bị,,,,,,,,,
2,sốt,,,,,,,,,
3,nên,,,,,,,,,
4,không,,,,,,,,,
5,thể,,,,,,,,,
6,nào,,,,,,,,,
7,đi học,,,,,,,,,
8,được,,,,,,,,,
9,.,,,,,,,,,
<EOS>
1546
0,Tôi,,,,,neutral,,,,sg
1,đã,,,,,,,,,
2,chơi,,,,,,,,,
3,quần vợt,,,,,,,,,
4,",",,,,,,,,,
5,bơi lội,,,,,,,,,
6,vào,,,,,,,,,
7,kì,,,,,,,,,
